country_risk_id,country_risk_title,connection_summary,confidence,PROJ_ID_IB,realized_risk_id,doc_type,title
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,"Ongoing sexual violence by Eritrean troops, forced displacement from Western Tigray, and tensions between rival factions in northern regions create unstable conditions for project implementation. These dynamics undermine community trust, complicate stakeholder engagement, and increase risks to project staff and beneficiaries, directly affecting environmental and social safeguards management.",0.78,P177233,699cc362,Implementation Status and Results Report,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"The influx of 163,000+ refugees and cross-border incursions in Gambella region create environmental pressures (resource strain, land use conflicts) and social tensions that complicate project implementation. Refugee populations and security threats from cross-border forces increase safeguards management complexity and limit project access in affected border areas.",0.75,P177233,699cc362,Implementation Status and Results Report,
ETH_2026_002,Political crisis in Tigray over electoral exclusion and armed faction tensions,"The TPLF's deregistration from 2026 elections and exclusion from peaceful political contestation directly undermines governance legitimacy and institutional capacity. This political fragmentation reduces government effectiveness in coordinating implementation across regions, particularly in Tigray where federal authority is shrinking and rival armed factions create parallel governance structures that fragment project implementation authority.",0.85,P167794,72c52ea5,Implementation Status and Results Report,
ETH_2026_006,Systematic crackdown on media freedom and civil society ahead of 2026 elections,"The systematic suppression of independent media and civil society organizations weakens institutional transparency and accountability mechanisms essential for project oversight and community engagement. Reduced civil society space constrains project monitoring, beneficiary feedback mechanisms, and implementation partnerships that typically rely on independent verification and local organizational capacity.",0.78,P167794,72c52ea5,Implementation Status and Results Report,
ETH_2026_010,Legitimacy concerns over June 2026 elections amid insecurity and opposition exclusion,"Electoral delegitimacy and opposition boycotts erode government institutional credibility and create political uncertainty that directly affects implementation capacity. When electoral processes lack legitimacy, government agencies lose political capital and institutional coherence needed to execute projects effectively, particularly in regions where opposition parties have support.",0.82,P167794,72c52ea5,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"Active armed conflict and counterinsurgency operations in Amhara directly disrupt project implementation through insecurity, restricted access, and diversion of government resources to military operations. The closure of 4,000+ schools and displacement of populations undermines institutional capacity and beneficiary access in a key implementation region.",0.8,P167794,72c52ea5,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"Persistent violence in Oromia creates implementation barriers through insecurity, restricted field access, and institutional disruption. The displacement of 288,000+ people and closure of schools reduces implementation capacity and beneficiary engagement in a major region, while intercommunal tensions complicate project coordination across ethnic lines.",0.79,P167794,72c52ea5,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"Large-scale displacement (3.3-4.7 million IDPs) directly affects project implementation by fragmenting beneficiary populations, disrupting service delivery infrastructure, and overwhelming local institutional capacity. IDPs in camps and informal settlements are difficult to reach and serve, while host communities face resource strain that complicates project implementation.",0.81,P167794,72c52ea5,Implementation Status and Results Report,
ETH_2026_002,Political crisis in Tigray over electoral exclusion and armed faction tensions,"The realized governance fragility in newly established regions directly reflects the broader political fragmentation and institutional collapse documented in Tigray. The TPLF's deregistration and shrinking federal authority in Mekelle and key cities have undermined administrative capacity precisely in regions where the WASH project operates. The political crisis has eroded the institutional structures needed for coordinated service delivery, creating the governance vacuum that manifests as poor project performance.",0.85,P167794,e8024801,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The Amhara region's ongoing armed conflict between government forces and Fano militias has severely degraded administrative capacity and institutional functionality. With over 4,000 schools closed and government control contested in rural areas, the regional governance structures needed to implement WASH infrastructure are fragmented. The counterinsurgency operations and territorial control disputes directly undermine the coordinated regional administration required for project success.",0.82,P167794,e8024801,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"Oromia's persistent violence and displacement crisis have fractured regional governance capacity. The intercommunal violence between Oromo and Somali communities, combined with 288,000+ displaced persons since July 2025, has disrupted administrative functions and institutional coordination. These governance disruptions directly correlate with the poor WASH implementation performance in newly established regions, as local authorities lack the stability and capacity to manage infrastructure projects.",0.8,P167794,e8024801,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,The 3.3-4.7 million internally displaced persons have overwhelmed regional administrative capacity and diverted institutional resources away from development projects like WASH. Newly established regions hosting significant IDP populations face compounded governance challenges as local authorities struggle to provide basic services to displaced populations while simultaneously implementing new infrastructure projects. This humanitarian crisis directly explains the performance gap in newly established regions.,0.78,P167794,e8024801,Implementation Status and Results Report,
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,"The incomplete post-conflict stabilization in northern regions, particularly Tigray, has left regional governance structures weakened and fragmented. Ongoing territorial disputes, continued displacement, and tensions between rival political factions have prevented the institutional consolidation necessary for coordinated WASH implementation. The pending Western Tigray referendum and unresolved governance questions directly undermine administrative capacity in newly established regions.",0.79,P167794,e8024801,Implementation Status and Results Report,
ETH_2026_006,Systematic crackdown on media freedom and civil society ahead of 2026 elections,"The crackdown on civil society and independent institutions undermines the broader institutional ecosystem required for project implementation. Government agencies operating under political pressure and constrained civil society space face reduced capacity for transparent coordination, stakeholder engagement, and accountability mechanisms essential for effective project management.",0.72,P167794,53250303,Implementation Status and Results Report,
ETH_2026_002,Political crisis in Tigray over electoral exclusion and armed faction tensions,"Political fragmentation and institutional breakdown in Tigray—where federal authority is shrinking and rival armed factions are escalating tensions—directly constrains government agencies' capacity to implement and sustain projects in the region. Institutional paralysis in contested areas reduces coordination, resource allocation, and administrative continuity.",0.68,P167794,53250303,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"Ongoing armed conflict in Amhara diverts government institutional resources toward military operations and security responses, reducing capacity for civilian project implementation. The closure of 4,000+ schools and displacement of populations indicates institutional systems are overwhelmed, limiting government agencies' ability to manage development projects effectively.",0.7,P167794,53250303,Implementation Status and Results Report,
ETH_2026_010,Legitimacy concerns over June 2026 elections amid insecurity and opposition exclusion,"Electoral legitimacy concerns and political polarization weaken institutional trust and government cohesion, reducing inter-agency coordination capacity. Opposition exclusion and potential boycotts fragment the political consensus needed for sustained institutional commitment to long-term project implementation.",0.65,P167794,53250303,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"Staff turnover in Project Implementation Units due to low government remuneration may be exacerbated by the ongoing armed conflict in Amhara region. The conflict has disrupted normal government operations, closed schools, and created an unstable operating environment that compounds retention challenges. Government employees in conflict-affected areas face both security risks and economic hardship, making low salaries particularly untenable and accelerating departures of skilled personnel needed for project implementation.",0.65,P151294,17a75568,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The humanitarian funding crisis and shrinking government resources documented in the displacement risk directly constrain the government's capacity to improve civil service remuneration. With 3.3-4.7 million internally displaced persons and humanitarian funding gaps, government budgets are stretched thin, making it difficult to raise PIU salaries. This creates a structural link between the displacement crisis and the project implementation staffing challenge.",0.62,P151294,17a75568,Implementation Status and Results Report,
ETH_2026_007,Humanitarian funding crisis threatening life-saving operations,"The severe humanitarian funding crisis and reduced international donor support directly impact government fiscal capacity. With WFP suspending assistance to 650,000 people and 21 million in need, government resources are diverted to emergency response rather than civil service salary improvements. This funding constraint makes it structurally difficult for the government to address low PIU remuneration, perpetuating staff turnover risks.",0.68,P151294,17a75568,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"The high political and governance risk rating in Oromia State directly reflects the persistent armed conflict, civilian violence, and displacement dynamics documented in this country risk. The OLA insurgency, intercommunal violence, and breakdown of local governance structures in Oromia create the institutional fragility and political instability that manifests as high governance risk for project implementation.",0.95,P151294,5d5ab8c9,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"While the project is in Oromia, the broader pattern of armed insurgencies and government counterinsurgency operations across multiple regions (Amhara, Oromia, Tigray) reflects systemic governance breakdown and political fragmentation that elevates political and governance risk across the country. The closure of schools and disruption of state services in conflict-affected regions demonstrates how armed conflict translates into governance risk.",0.7,P151294,5d5ab8c9,Implementation Status and Results Report,
ETH_2026_010,Legitimacy concerns over June 2026 elections amid insecurity and opposition exclusion,"The high political and governance risk rating reflects broader concerns about state legitimacy, institutional credibility, and political contestation in Ethiopia. The 2026 election crisis, opposition exclusion, and insecurity create an environment of political uncertainty and weakened governance capacity that directly impacts project implementation across regions including Oromia.",0.75,P151294,5d5ab8c9,Implementation Status and Results Report,
ETH_2026_006,Systematic crackdown on media freedom and civil society ahead of 2026 elections,"The systematic assault on press freedom, civil society restrictions, and governance changes ahead of elections indicate broader institutional deterioration and political repression that undermines the governance environment for development projects. This reflects the same governance fragility captured in the high political and governance risk rating.",0.65,P151294,5d5ab8c9,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"Direct substantive connection. The realized project risk explicitly identifies Amhara region conflict as indirectly affecting project implementation through disruption of planned activities. This aligns precisely with ETH_2026_003, which documents ongoing armed conflict between government forces and Fano militias in Amhara, including military operations, school closures, and widespread insecurity that constrains normal institutional functioning and service delivery.",0.95,P178047,095fbafd,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"Indirect but meaningful connection. The Amhara conflict driving the project implementation disruption is a primary driver of internal displacement (3.3-4.7 million IDPs nationally). Displacement dynamics in Amhara directly affect project beneficiary populations, service delivery infrastructure, and institutional capacity to implement planned activities, creating cascading implementation challenges beyond direct conflict exposure.",0.7,P178047,095fbafd,Aide Memoire,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"While the realized risk occurs in Afar Region, the broader pattern of armed insurgency and government counterinsurgency operations across northern Ethiopia creates generalized security deterioration affecting multiple regions. Staff flight and asset loss in Afar may reflect spillover insecurity dynamics from adjacent conflict zones, particularly given Fano's demonstrated capacity to operate across regional boundaries.",0.55,P178047,dbb0edb4,Aide Memoire,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"The pattern of persistent violence despite peace agreements in Oromia reflects broader institutional fragility and inability to enforce security across regions. This same dynamic—where peace agreements fail to prevent violence and staff/assets flee—may be affecting Afar Region, suggesting systemic breakdown in state security provision across multiple conflict-affected areas.",0.5,P178047,dbb0edb4,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The realized risk of staff departure from Afar is consistent with the broader displacement crisis affecting Ethiopia. Project personnel flight from conflict-affected areas reflects the same security pressures driving mass internal displacement, indicating that FCV conditions in Afar are severe enough to trigger voluntary departure of government officials and project staff.",0.65,P178047,dbb0edb4,Aide Memoire,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"Afar Region borders Sudan and Eritrea and has historically been affected by cross-border security incidents. The staff departure and asset loss may reflect spillover effects from Sudan conflict or Eritrean tensions, particularly given Afar's geographic position as a transit zone for regional conflicts and refugee movements.",0.6,P178047,dbb0edb4,Aide Memoire,
ETH_2026_007,Humanitarian funding crisis threatening life-saving operations,"Direct substantive connection. The realized project risk of declining humanitarian assistance impacting refugee services is explicitly aligned with the country-level humanitarian funding crisis. Both identify the same phenomenon: severe funding shortfalls reducing humanitarian operations. ETH_2026_007 documents WFP suspending treatment for 650,000 malnourished people and warns of 3.6 million losing food assistance due to funding gaps, while the project risk identifies declining assistance affecting refugee education and services. This represents the same funding constraint manifesting across humanitarian sectors.",0.95,P178047,3b62e0fa,Aide Memoire,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"Substantive connection through refugee population dynamics. The project's focus on refugee services directly relates to the influx of refugees from Sudan and South Sudan documented in ETH_2026_009 (163,000+ individuals entered Ethiopia, with 50,000+ new arrivals in 2025). The country risk explicitly notes that funding shortfalls undermine protection capacity for over one million refugees. The project's vulnerability to declining humanitarian assistance is directly tied to serving this refugee population affected by regional instability.",0.9,P178047,3b62e0fa,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"Indirect but meaningful connection through humanitarian capacity constraints. While the project focuses on refugees rather than IDPs, ETH_2026_005 documents the broader humanitarian crisis (3.3-4.7 million displaced) and explicitly identifies shrinking humanitarian funding as reducing assistance capacity. This funding environment directly constrains the resources available for all humanitarian services, including refugee education and services that the project aims to support.",0.75,P178047,3b62e0fa,Aide Memoire,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"The project's low refugee inclusion in livelihood activities (12% vs 30% target) is directly connected to Ethiopia's refugee influx from Sudan and South Sudan conflicts. With over 163,000 individuals from Sudan and 50,000+ new arrivals in 2025, refugee populations are rapidly expanding and straining implementation capacity. The project's difficulty in reaching refugee beneficiaries reflects the broader challenge of integrating large displaced populations into livelihood programs amid resource constraints and coordination gaps.",0.85,P178047,3ed4bca3,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,The project's refugee inclusion gap reflects the broader humanitarian crisis affecting 4.7 million internally displaced persons and 3.3 million IDPs. The shrinking humanitarian funding environment and reduced assistance capacity documented in this risk directly constrains the project's ability to reach and include vulnerable displaced populations in livelihood activities. The dire living conditions for IDPs and precarious camp situations create implementation barriers that explain the persistent 12% achievement rate.,0.8,P178047,3ed4bca3,Aide Memoire,
ETH_2026_007,Humanitarian funding crisis threatening life-saving operations,"The project's implementation challenges in refugee inclusion are exacerbated by Ethiopia's acute humanitarian funding crisis. With WFP suspending assistance to 650,000 malnourished people and 3.6 million vulnerable people losing food assistance, the broader funding environment constrains livelihood program resources. The Trump administration's foreign aid freeze and reduced donor support directly impact the project's capacity to scale refugee inclusion activities and coordinate with other humanitarian operations.",0.78,P178047,3ed4bca3,Aide Memoire,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"The Somali Region, where questionable expenditures occurred, shares similar fragmentation dynamics with Oromia—both regions experience ongoing armed conflict, weak state authority, and intercommunal violence. The governance and fund management challenges in Somali Region reflect the broader institutional fragility affecting project implementation in conflict-affected areas where state capacity is severely compromised by active insurgencies and displacement crises.",0.65,P178047,82262de3,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The Somali Region is experiencing significant displacement and humanitarian stress. Questionable expenditures related to transfers to Community Interest Groups (CIGs) in this context suggest potential challenges in delivering assistance to displaced populations and managing funds in environments with limited oversight capacity, weak institutional structures, and competing claims on resources from multiple displaced communities.",0.62,P178047,82262de3,Aide Memoire,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"The Somali Region borders multiple countries and has experienced cross-border refugee flows and regional instability. The governance challenges evidenced by unresolved questionable expenditures may reflect the broader institutional strain in border regions managing refugee populations, cross-border security threats, and competing resource demands that undermine financial controls and accountability mechanisms.",0.58,P178047,82262de3,Aide Memoire,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The project's explicit targeting of conflict-affected areas directly overlaps with the Amhara region's ongoing armed conflict. The risk note that 4 million children are out of school and 4,000+ schools remain closed in Amhara due to Fano insurgency creates direct implementation challenges for the project's learning outcomes objective in this region.",0.92,P172284,c5e08349,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"The project targets areas affected by conflict and displacement. Oromia's persistent violence, 3.2 million children out of school, and 288,000+ displaced persons since July 2025 directly impede the project's ability to deliver learning and nutrition services in this region.",0.9,P172284,c5e08349,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,The project explicitly targets areas with high refugee and displaced populations. The 3.3-4.7 million internally displaced persons and dire living conditions in IDP camps directly affect the project's service delivery capacity and nutrition intervention effectiveness in displacement-affected zones.,0.93,P172284,c5e08349,Implementation Status and Results Report,
ETH_2026_007,Humanitarian funding crisis threatening life-saving operations,"The project's nutrition service delivery objective faces direct constraints from the humanitarian funding crisis. WFP's suspension of treatment for 650,000 malnourished women and children and reduced international donor support create a resource-constrained environment that undermines the project's nutrition intervention scope.",0.88,P172284,c5e08349,Implementation Status and Results Report,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"The project explicitly targets areas with high refugee populations. Ethiopia's hosting of 163,000+ new refugees from Sudan and South Sudan, particularly in Gambella region, directly affects the project's service delivery scope and creates additional pressure on education and nutrition services in refugee-hosting areas.",0.85,P172284,c5e08349,Implementation Status and Results Report,
ETH_2026_009,Cross-border spillover effects from Sudan conflict and regional instability,"The realized project risk of refugee population pressures on service delivery is directly connected to the influx of refugees from Sudan and South Sudan. The country risk documents over 163,000 individuals entering Ethiopia from Sudan as of January 2025, with 50,000+ new arrivals in 2025. These refugee populations are concentrating in specific host areas (particularly Gambella region), creating exactly the service delivery pressures on education and health outcomes that the project is tracking. The project's focus on refugee children's secondary school enrollment and treatment of diarrhea in high refugee host areas reflects the humanitarian burden created by this cross-border spillover.",0.92,P172284,ab6196fd,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"While the project specifically tracks refugee populations, the broader displacement crisis (3.3-4.7 million internally displaced persons) creates systemic pressures on service delivery infrastructure in host areas. The country risk notes that humanitarian funding has shrunk and IDPs face dire living conditions in camps. These same resource constraints and institutional fragility affecting IDP service delivery would also impact refugee-hosting areas, particularly in health and education sectors that the project monitors.",0.68,P172284,ab6196fd,Implementation Status and Results Report,
ETH_2026_007,Humanitarian funding crisis threatening life-saving operations,"The project's identification of service delivery challenges in refugee host areas is directly exacerbated by Ethiopia's humanitarian funding crisis. The country risk documents WFP suspending treatment for 650,000 malnourished people and 3.6 million losing food assistance due to funding gaps. These funding shortfalls directly constrain the health and nutrition services (including ORS and Zinc treatment for diarrhea) that the project is tracking in refugee populations, making implementation of service delivery improvements increasingly difficult.",0.85,P172284,ab6196fd,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The Amhara region's ongoing armed conflict has directly disrupted institutional functioning, including closure of over 4,000 schools and displacement of populations. Project implementation delays in fiduciary and governance functions in conflict-affected regions reflect the broader institutional collapse caused by active insurgency operations, where government capacity to coordinate and execute administrative functions is severely compromised.",0.78,P172284,c41879b4,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The displacement of 4.7 million people has fragmented institutional capacity across regions, making it difficult for government agencies to maintain operational continuity in fiduciary oversight, ethics training, and audit functions. Project implementation delays in governance-related actions are consistent with the institutional strain caused by managing massive displacement crises and reduced humanitarian funding.",0.72,P172284,c41879b4,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"Violence and displacement in Oromia (288,000 displaced since July 2025) have degraded institutional capacity in the region. Project implementation gaps in governance functions reflect the difficulty of maintaining fiduciary systems and training programs in areas experiencing active conflict and population displacement.",0.68,P172284,c41879b4,Implementation Status and Results Report,
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,"Northern regions remain institutionally fragile despite the 2022 peace agreement, with ongoing displacement and territorial disputes undermining government administrative capacity. Project implementation delays in ethics officer assignments and audit training reflect the persistent institutional weakness in post-conflict areas where governance structures remain partially non-functional.",0.7,P172284,c41879b4,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The Amhara region's active armed conflict and closure of over 4,000 schools directly impairs government institutional capacity and coordination mechanisms. Project implementation in fragile areas like Amhara would face compounded coordination challenges due to insecurity disrupting government operations, staff mobility, and inter-agency communication networks that are already strained by conflict.",0.75,P172284,4bc23370,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"Persistent violence in Oromia and displacement of 288,000+ people since July 2025 undermines government administrative capacity and coordination infrastructure in the region. Project implementation in Oromia would face coordination weaknesses exacerbated by insecurity, staff displacement, and disrupted government service delivery networks.",0.72,P172284,4bc23370,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The displacement of 4.7 million people and shrinking humanitarian funding environment directly strain government coordination capacity and institutional resources. Project implementation in affected areas faces coordination weaknesses as government agencies are overwhelmed managing displacement crises, reducing their ability to coordinate with development partners on project activities.",0.7,P172284,4bc23370,Implementation Status and Results Report,
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,Ongoing tensions between rival political factions in Tigray and continued displacement from Western Tigray create institutional fragmentation and weak coordination mechanisms in northern regions. Project implementation in these areas faces coordination challenges due to fractured government authority and competing institutional actors undermining unified project governance.,0.68,P172284,4bc23370,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The project's administrative capacity constraints in conflict-affected woredas are directly linked to ongoing Fano insurgency operations in Amhara. The delays in staffing, needs assessments, and operational setup reflect the institutional fragility caused by active armed conflict, which disrupts normal governance functions, creates security risks for staff deployment, and diverts administrative resources to conflict response rather than development implementation.",0.85,P172284,2831dc47,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"If project woredas are located in Oromia, the persistent violence and displacement documented in this risk directly explains the project's implementation delays. Insecurity, staff safety concerns, and the displacement of populations undermine the ability to conduct needs assessments, recruit qualified personnel, and establish operational systems in affected areas.",0.75,P172284,2831dc47,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The large-scale displacement crisis (3.3-4.7 million IDPs) creates institutional capacity challenges that directly impact project implementation in conflict-affected woredas. Displacement disrupts local governance structures, reduces available skilled personnel for recruitment, complicates needs assessments due to population volatility, and strains the administrative infrastructure needed to establish project operations.",0.8,P172284,2831dc47,Implementation Status and Results Report,
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,"If project woredas are in northern regions (Tigray/Amhara border areas), the fragile peace process and lingering conflict dynamics create an unstable environment for institutional capacity building. Ongoing tensions between rival factions, security concerns, and the incomplete stabilization process make it difficult to recruit staff, conduct assessments, and establish sustainable operational systems.",0.7,P172284,2831dc47,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The project's E&S management gaps in fragile areas directly intersect with the Amhara conflict zone where Fano insurgency operations continue. Delayed finalization of environmental and social frameworks undermines the project's ability to manage safeguards in an active conflict area where over 4 million children are out of school and 4,000+ schools remain closed. Weak E&S capacity during ongoing counterinsurgency operations increases risks of inadequate community consultation, displacement management, and conflict-sensitive implementation.",0.78,P172284,abc5cd57,Implementation Status and Results Report,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"The project operates in Oromia where persistent violence and intercommunal conflict have displaced 288,000+ people since July 2025. Delayed E&S staff recruitment and incomplete management frameworks create implementation gaps precisely where conflict-sensitive safeguards are most critical. The project's inability to deploy adequate E&S personnel by August 2025 limits capacity to manage risks for vulnerable displaced populations and prevent project activities from exacerbating intercommunal tensions.",0.75,P172284,abc5cd57,Implementation Status and Results Report,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"With 3.3-4.7 million internally displaced persons in Ethiopia and dire living conditions in IDP camps, the project's delayed E&S frameworks directly impact safeguard effectiveness for vulnerable displaced populations. Incomplete environmental and social guidelines and understaffed E&S teams reduce the project's capacity to identify, mitigate, and monitor impacts on IDPs—a critical gap given the scale of displacement and shrinking humanitarian funding environment.",0.82,P172284,abc5cd57,Implementation Status and Results Report,
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,"In post-conflict northern regions where the 2022 Pretoria Agreement remains fragile and Eritrean forces continue occupying areas, the project's E&S management gaps undermine stabilization efforts. Delayed finalization of safeguard frameworks and incomplete E&S staffing reduce capacity for conflict-sensitive implementation, community engagement, and monitoring of impacts on displaced Tigrayans and other vulnerable groups in these sensitive post-conflict zones.",0.71,P172284,abc5cd57,Implementation Status and Results Report,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,"The Fano insurgency in Amhara maintains significant territorial control and popular support in rural areas, directly creating the conflict-prone conditions that deter private sector engagement. The ongoing armed conflict, drone strikes, and closure of 4,000+ schools indicate an environment where private businesses cannot operate safely, making livelihood diversification activities infeasible in affected zones.",0.85,P180076,91a083d6,Aide Memoire,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,"Persistent attacks against civilians in Oromia, including recent mass casualty incidents and intercommunal violence, create insecurity that prevents private sector actors from establishing operations in rural areas. The displacement of 288,000+ people and closure of schools reflects the breakdown of normal economic activity that would enable private sector participation in livelihood projects.",0.82,P180076,91a083d6,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,The displacement of 3.3-4.7 million people and deteriorating conditions in IDP camps directly undermine private sector confidence to invest in or operate in affected areas. The precarious humanitarian situation and shrinking funding environment create an unstable business environment that discourages private sector engagement in livelihood and infrastructure activities.,0.8,P180076,91a083d6,Aide Memoire,
ETH_2026_008,Fragile peace process implementation and lingering conflict dynamics in northern regions,"Ongoing tensions between rival political factions, continued sexual violence by Eritrean troops, and forced displacement in Tigray create persistent insecurity in northern regions. These dynamics make it difficult for private sector actors to establish stable operations needed for infrastructure development and livelihood diversification in post-conflict areas.",0.78,P180076,91a083d6,Aide Memoire,
ETH_2026_007,Humanitarian funding crisis threatening life-saving operations,"The institutional partnership failures due to cost disagreements reflect the broader humanitarian and fiscal funding crisis affecting Ethiopia. The inability to secure international research partnerships due to operational cost disputes is consistent with the severe funding constraints documented across humanitarian operations, where even critical programs like WFP food assistance face suspension due to insufficient resources. This suggests systemic resource scarcity affecting both humanitarian and development partnerships.",0.65,P180076,ad2a7b57,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"The project's focus on climate-smart agricultural innovations and breeding programs is directly relevant to addressing food security for the 3.3-4.7 million internally displaced persons. The failure to establish these technical partnerships undermines the capacity to deliver climate adaptation solutions precisely when displacement and humanitarian needs are at their peak, reducing the project's ability to support vulnerable populations affected by conflict-driven displacement.",0.6,P180076,ad2a7b57,Aide Memoire,
ETH_2026_003,Persistent Fano insurgency and counterinsurgency operations in Amhara region,The implementation lag in resource-related conflict management is directly relevant to the Amhara region's Fano insurgency. Resource competition and land disputes are documented drivers of Fano mobilization. The project's failure to complete assessments and training in conflict-prone woredas (only 49% assessed) means preventive conflict mitigation mechanisms are not being established in areas where resource tensions fuel armed group recruitment and intercommunal violence.,0.85,P180076,217320fa,Aide Memoire,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,Resource-related conflicts are a significant driver of OLA insurgency and intercommunal violence in Oromia. The project's implementation delays mean that stakeholder dialogues and conflict mitigation training—critical for managing pastoral resource competition and land disputes between Oromo and neighboring communities—are not being deployed at scale. This directly undermines stabilization efforts in a region experiencing active displacement and civilian casualties.,0.82,P180076,217320fa,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"Resource-related conflicts are a root cause of displacement in Ethiopia's conflict zones. The project's lag in implementing conflict management activities means preventive mechanisms are not addressing resource competition that drives displacement. With 4.7 million people already displaced, failure to scale resource conflict mitigation in woredas exacerbates the underlying drivers of displacement and complicates return and reintegration efforts.",0.78,P180076,217320fa,Aide Memoire,
ETH_2026_004,Ongoing violence and displacement in Oromia region despite partial peace agreements,Land tenure insecurity in Afar can exacerbate intercommunal tensions over resource access. The realized risk of inadequate land certification mirrors broader patterns of institutional fragility in managing pastoral and agricultural land rights across Ethiopia's conflict-affected regions. Weak land governance in Afar creates conditions for disputes that could escalate given existing intercommunal violence dynamics documented in neighboring regions.,0.65,P180076,7735aa2c,Aide Memoire,
ETH_2026_005,Mass internal displacement and deteriorating humanitarian conditions,"Inadequate land certification and tenure insecurity in Afar directly undermines the ability of displaced populations and returnees to establish secure livelihoods. Without proper land transfer procedures and certificates, IDPs and returnees in Afar face barriers to economic reintegration and durable solutions, perpetuating displacement vulnerability.",0.72,P180076,7735aa2c,Aide Memoire,
