risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
CLE Institutional Sustainability Crisis Threatening Project Continuity,"The CLE faces severe budget constraints limiting human resources and operational autonomy, making survival and sustainability impossible after project closure without urgent institutional strengthening.",high,worsening,le CLE connait aujourd'hui des contraintes budgétaires limitant ses ressources humaines et sa capacité d'autonomie rendant ainsi impossible sa survie et durabilité après la clôture du projet,92c7ec52,P176690,Aide Memoire,2025-05-08T12:55:03.000Z
Inactive Project Steering Committee Affecting Governance,"The project steering committee for SKILLS has not yet become operational, creating a governance gap that may impede coordination between ministries and stakeholder engagement on project implementation.",medium,persistent,"Le comité de pilotage du projet Skills n'est pas encore actif, la mission est en discussion avec les institutions concernées sur une alternative définitive pour la mise en place d'un comité de pilotage du projet.",ca812012,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Incomplete Implementation of EFTP Governance Modernization Framework,"While regulatory texts for EFTP governance modernization have been drafted and signed, their application remains incomplete and ineffective, potentially undermining institutional capacity and sectoral coordination necessary for project success.",medium,persistent,"Bien que ses actions sont constitué et signé, l'application n'est pas encore pleinement effective.",2c0e6aeb,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Delayed Stakeholder Mobilization and Consultation Planning,"The stakeholder mobilization schedule shared in the previous mission was not implemented, risking reduced beneficiary engagement and social cohesion in project activities, particularly for vulnerable groups including refugees and women.",medium,worsening,Le planning partagé lors de la précédente mission n'a pas été mis en œuvre. La mission recommande son actualisation et exécution au prochain semestre pour garantir l'engagement des bénéficiaires.,2d3665b0,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Non-Implementation of Gender-Based Violence Action Plan,"Despite ESAHS training in June 2024, the agreed Gender-Based Violence (GBV) action plan has not been transmitted, indicating weak institutional capacity or commitment to safeguarding vulnerable populations, particularly women and girls in training programs.",medium,persistent,"Malgré la formation ESAHS en juin 2024, le plan d'action VBG convenu n'a pas été transmis.",9f0d7d98,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Refugee Skills Assessment and Integration Planning Delays,"While a consultant has begun profiling refugees in camps (Ali Addeh, Holhol, Markasi), the finalization of adapted training plans for refugee youth development is delayed, potentially affecting vulnerable displaced populations' access to employment opportunities.",medium,persistent,"Un consultant a démarré une mission sur le terrain dans les camps d'Ali Addeh, Holhol et Markasi pour réaliser un rapport sur le profilage des réfugiés... Le MENFOP prévoit de finaliser un plan de formation dédié aux réfugiés en décembre 2024.",42a6dd92,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Weak Internal Audit Independence Compromising Fiduciary Controls,"The internal audit function is compromised by a conflict of interest: the internal auditor reports to the project coordinator whose processes they are mandated to review, violating international audit standards and weakening fiduciary oversight critical for project credibility.",high,persistent,La fonction d'audit interne existe mais pour le moment est assurée par un consultant individuel qui est sous l'autorité hiérarchique de la même coordination dont il a l'obligation de revoir les processus internes – ce qui pose un problème manifeste d'indépendance et objectivité de la fonction.,6db881ba,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Delayed Environmental and Social Management Plan Implementation,"Environmental and Social Management Plans (PGES) for technical school rehabilitation are prepared but not yet implemented, and feasibility studies for new centers have not yet integrated environmental and social aspects, risking non-compliance and community tensions.",medium,persistent,"Les PGES pour la réhabilitation des lycées techniques sont prêts mais non mis en œuvre. La mission insiste sur leur application dès le démarrage des travaux. Pour les nouveaux centres, l'étude de faisabilité doit intégrer les aspects ES.",1e2f7b1a,P175483,Aide Memoire,2025-02-14T11:25:05.000Z
Refugee and Migrant Population Access and Security Risks,"The planned migrant and refugee survey requires access to refugee villages and displaced populations, which may present security challenges and coordination difficulties in a fragile context. HCR support is needed to facilitate field access to refugee populations.",medium,new,"le HCR pourra apporter son soutien dans la relecture du questionnaire et pour faciliter l'accès aux populations réfugiées sur le terrain, par exemple dans les villages de réfugiés",3b783bd7,P171777,Aide Memoire,2025-02-12T17:45:03.000Z
Institutional Capacity Strain from Multiple Concurrent Data Collection Activities,"Multiple overlapping survey and census activities (EDAM5, migrant/refugee survey, RGPH analysis, REGED, employment survey) risk overwhelming INSTAD's institutional capacity, potentially compromising data quality and implementation timelines in a context where institutional fragility is evident.",high,worsening,la multiplication de projets d'enquêtes en préparation sur la même période risque d'affecter les capacités de l'INSTAD à mener à bien des collectes cohérentes et assurer une haute qualité des données,60f2078e,P171777,Aide Memoire,2025-02-12T17:45:03.000Z
Survey Implementation Delays and Scheduling Conflicts,"EDAM5 survey has already slipped from October 2024 to December 2024, with risk of further delays into holiday periods when populations are traveling and data quality is compromised. Multiple concurrent surveys threaten to compound scheduling pressures.",medium,worsening,"L'enquête EDAM5, initialement prévue pour se dérouler en octobre 2024, a pris un peu de délai, et est maintenant planifiée pour décembre 2024. Il serait important d'être vigilant à ce que le retard ne continue pas de s'accumuler et que l'enquête soit décalée à des périodes comme les fêtes de fin d'année qui ne sont pas forcément les plus représentatives et une période pendant laquelle les Djiboutiens voyagent",51b376c7,P171777,Aide Memoire,2025-02-12T17:45:03.000Z
Procurement delays affecting emergency project implementation,"Cumbersome and slow procurement procedures are significantly delaying project implementation, with strategic food stock procurement taking 10 weeks in the procurement cycle (3 weeks at CNMP, 7 weeks in signature circuit). This is impacting financial execution and project results.",high,persistent,le dossier relatif au stock stratégique est resté 10 semaines dans le cycle de passation de marchés (dont 3 semaines au niveau de la Commission National de Marché Publics (CNMP) et 7 semaines dans le circuit des signatures),3a7e5709,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Governance coordination challenges between project and national procurement authority,"The project requires urgent discussions with the National Public Procurement Commission (CNMP) to prioritize emergency project procurement files. The Minister committed to accelerating procurement processes, indicating governance friction between project implementation and national authorities.",high,persistent,"la mission a soulevé le défi sur la passation des marchés et la nécessité d'engager des discussions avec le CNMP afin que les dossiers de passation de marchés du projet PURCSA, qui est un projet d'urgence, soient traités en priorité",b3d99852,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Inefficient water distribution due to non-compliance with predefined routes,"Six water tanker trucks deployed to regions are not following predefined routes, resulting in inefficient resource use. This requires urgent discussion with regional prefects to ensure proper utilization and effective water distribution.",medium,new,"les itinéraires prédéfinis ne sont pas respectés, ce qui entraîne une utilisation inefficace des camions",684fd11f,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Delayed operationalization of complaint management mechanism for sexual exploitation and abuse,"The Complaint Management Mechanism (MGP) for sexual exploitation and abuse/sexual harassment (EAS/HS) has not been operationalized. Only 53% of MGP implementation is complete as of September 2024, creating safeguarding gaps before project work activities commence.",high,persistent,la mise en place du MGP a pris un retard considérable et n'a été fait que partiellement (à 53%),bc0a1e44,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Inadequate capacity for gender-based violence prevention and response,"The project lacks a dedicated gender-based violence specialist. The current social specialist is assuming this role, but HEIS consultant indicates additional capacity is needed. This creates implementation gaps for EAS/HS prevention and response in a food security crisis context.",high,persistent,"Bien que la spécialiste sociale actuelle assume ce rôle, le consultant HEIS indique que des capacités supplémentaires sont nécessaires sur ce sujet",bf841a3f,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Delayed environmental and social safeguard documentation for hydraulic infrastructure rehabilitation,Environmental and social screening (ES) and impact assessment (ESIA) documents for hydraulic infrastructure rehabilitation sites were prepared in May/June 2024 but have not been transmitted to the World Bank. This delays project compliance and work commencement.,medium,persistent,"bien que les documents aient été partagés avec l'UGP en mai/juin 2024, ce dernier n'a pas encore transmis ces documents à la Banque mondiale",3498e202,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Coordination failures within project management unit affecting safeguard implementation,"The Project Management Unit (UGP) coordination is delaying transmission of environmental and social documents prepared by the E&S team to the World Bank. Some instruments prepared in May-June have not been sent, causing unnecessary delays in safeguard compliance.",medium,persistent,"la mission a aussi noté du retard au niveau de la Coordination de l'UGP, dans la transmission à la Banque des documents préparés par l'équipe E&S du projet",021af581,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Insufficient monitoring and reporting of environmental and social compliance,The second quarter environmental and social (E&S) report was not submitted to the World Bank. Regular and timely E&S reporting is necessary to ensure compliance with the Environmental and Social Framework (PESF) and project requirements.,medium,persistent,le rapport E&S pour le deuxième trimestre n'a pas été soumis à la Banque,f74f4225,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Delayed mid-term review due to insufficient project results,"The project's mid-term review, initially planned for the current mission, has been postponed due to lack of project results and realizations. This indicates significant implementation delays affecting project trajectory and potential restructuring needs.",high,worsening,"la RMP du projet, bien qu'initialement prévu pour la mission en cours, a dû être reporté pour faute de résultats/réalisations du Projet",fb78a64f,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Low project disbursement rate threatening project completion,"Project disbursement rate is only 15.2% as of October 2024, one year before project closure (December 2025). This very low rate necessitates doubled efforts and close monitoring to ensure results before project end, with risk of project failure.",high,persistent,"Le niveau de décaissements du projet dans le système Client Connection de la Banque mondiale, à la date d'octobre 2024, est à 15.2%, qui est très bas à un an de la date de clôture du projet",545a4b67,P178988,Aide Memoire,2025-01-27T06:40:03.000Z
Delayed project implementation affecting impact measurement in conflict-affected context,"Project procurement delays are reducing the available implementation window to measure impact of GBV prevention and response activities, with only 17 months remaining until project closure. This is particularly critical given the project's focus on fragile communities affected by gender-based violence.",high,worsening,"La mission a réitéré l'importance pour l'UGP de rattraper les délais enregistrés en matière de passation des marchés, afin que le projet puisse atteindre les objectifs de développement escomptés et bénéficier d'un temps raisonnable pour mesurer l'impact des activités... étant donné que la phase de mise en œuvre du projet entre dans ses 17 derniers mois.",2dcf51ea,P178332,Aide Memoire,2024-07-29T05:55:02.000Z
Slow contract negotiation with critical GBV response service providers,"Negotiations with two NGOs for community mobilization against gender-based violence remain stalled at contract negotiation stage, delaying activation of core GBV prevention and response activities in vulnerable communities.",high,persistent,La mission a noté que la sélection des deux ONGs pour la mobilisation communautaire contre les violences basées sur le genre sont toujours au stade de négociation de contrats. Elle recommande ainsi au MFF d'accélérer le processus car cela prend trop de temps pour des contrats aussi critiques.,a218cb1b,P178332,Aide Memoire,2024-07-29T05:55:02.000Z
Delayed environmental and social safeguards monitoring in GBV prevention project,"First environmental and social monitoring report covering April 2023 to April 2024 remains outstanding, delaying oversight of GBV prevention implementation and risk mitigation measures in target communities.",medium,persistent,Le projet a été mis en vigueur depuis le 15 avril 2023. Il a été convenu lors de la mission précédente que le premier rapport de suivi environnemental et social couvre la période allant d'avril 2023 à avril 2024. Ce dernier est toujours en attente.,3f51e54c,P178332,Aide Memoire,2024-07-29T05:55:02.000Z
Refugee Skills Assessment and Integration Challenges,"Project activities targeting refugee populations require specialized assessment and training programs, with ongoing coordination challenges between government ministries and humanitarian organizations (HCR, IOM, ANBH) in refugee-hosting areas.",medium,persistent,"Evaluations des compétences des réfugiés : le processus de recrutement d'un consultant est en cours pour piloter l'activité. Une mission sur le terrain est prévue à Ali Addeh, Holhol et Markasi. Actuellement, le consultant se trouve dans la phase de documentation et de rédaction de la note d'information en collaboration avec le HCR, l'IOM et l'ANBH.",0405fd08,P175483,Aide Memoire,2024-07-17T12:25:02.000Z
Coordination Gaps Between Government and Development Actors,"Project implementation requires close coordination between multiple government ministries (MENFOP, MT, Finance) and international development partners (World Bank, USAID, humanitarian organizations), with potential for misalignment on priorities and timelines.",medium,persistent,"Une réunion est prévue début juin 2024 pour présenter les initiatives du projet aux ministères de l'Éducation, du Travail et des Finances.",4a170b04,P175483,Aide Memoire,2024-07-17T12:25:02.000Z
Governance Committee Establishment Delays,"Project steering committee formation has experienced delays due to complexities in establishing high-level coordination mechanisms, affecting project governance and strategic alignment.",medium,persistent,"Redynamisation du Comité de pilotage du projet Skills : En raison des complexités liées à la formation d'un comité de haut niveau, le projet a connu un retard dans la mise en place d'un comité de pilotage du projet.",e0966e3e,P175483,Aide Memoire,2024-07-17T12:25:02.000Z
