country_risk_id,country_risk_title,connection_summary,confidence,PROJ_ID_IB,realized_risk_id,doc_type,title
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's substantial political and governance risk in Sindh implementation is directly connected to Pakistan's civil-military hybrid governance system. The Shehbaz Sharif government operates as a junior partner to the military, with political deadlock between the PTI and federal government, suppression of opposition, and institutional instability that undermines coherent policy execution and institutional capacity for large-scale reconstruction projects.",0.85,P180008,49fc4abe,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"While the project is in Sindh, the documented federal-provincial political fracture reflects systemic governance fragility affecting all provinces. The center-periphery conflict, accusations of political manipulation, and withholding of constitutional allocations demonstrate institutional dysfunction that extends across provincial boundaries and undermines coordinated implementation of national development programs including housing reconstruction.",0.72,P180008,49fc4abe,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's substantial governance risk reflects Pakistan's systemic institutional fragility, including patronage-based systems, poor rule of law indicators, and repeated failure of structural reforms. These governance weaknesses directly impair the institutional capacity, transparency, and accountability mechanisms required for effective housing reconstruction implementation.",0.88,P180008,49fc4abe,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's governance risk is compounded by Pakistan's fragile fiscal position and IMF program dependency. Weak revenue collection, stalled structural reforms, and fiscal sustainability challenges constrain the government's ability to allocate adequate resources, provide counterpart funding, and maintain institutional focus on housing reconstruction amid competing economic pressures.",0.78,P180008,49fc4abe,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The project's implementation risk of unsigned MoUs between federal (Ministry of IT) and provincial governments reflects the broader federal-provincial political fracture documented in PAK-010. The Tirah displacement crisis exposed deep mistrust between the PTI-led KP provincial government and the PML-N-led federal government, with each accusing the other of political manipulation. This same dynamic—where provincial governments resist federal coordination mechanisms or federal authorities withhold cooperation—directly undermines the inter-governmental coordination required for the project's service integration across federal and provincial levels.",0.78,P174402,32d69845,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The unsigned MoUs reflect institutional fragility within Pakistan's civil-military hybrid governance system. PAK-004 documents how the Shehbaz Sharif government operates as a junior partner to the military, with political deadlock and suppression of opposition (PTI withdrawal from negotiations, imprisonment of Imran Khan). This governance dysfunction—where political actors prioritize factional interests over institutional coordination—creates the conditions for delayed or unsigned inter-governmental agreements, as demonstrated by the project's MoU implementation gap.",0.65,P174402,32d69845,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's persistent 'Substantial' Political and Governance risk rating directly reflects the civil-military hybrid governance structure documented in PAK-004. The suppression of political opposition (Imran Khan's imprisonment, PTI worker trials, human rights lawyer sentencing), political deadlock following PTI's withdrawal from negotiations, and the subordination of civilian government to military authority create an unstable institutional environment that undermines project implementation predictability and stakeholder engagement.",0.95,P174402,d5951d84,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The project's sustained governance risk is directly connected to the deepening center-periphery political fracture between the PTI-led KP provincial government and the PML-N-led federal government. This institutional conflict hampers security coordination, humanitarian response, and development programming—all critical enablers for project implementation. The federal government's alleged withholding of constitutional financial allocations to KP creates resource constraints and governance dysfunction that directly impair project delivery capacity.",0.9,P174402,d5951d84,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's persistent 'Substantial' governance risk rating aligns with Pakistan's documented systemic corruption, weak rule of law, and institutional fragility. The civil-military hybrid system prioritizing loyalty over merit, patronage-driven public institutions, and poor governance indicators create an environment where project fiduciary controls, procurement integrity, and institutional capacity for implementation face structural headwinds independent of project-specific factors.",0.88,P174402,d5951d84,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The Tirah Valley displacement crisis (80-95% of population displaced in January 2026) and the political fracture it exposed between federal and KP authorities directly undermine the governance environment for project implementation. The crisis demonstrated institutional inability to coordinate humanitarian response, exposed sharp political divisions over security operations, and revealed governance dysfunction that would impair any development project's implementation in the affected region.",0.82,P174402,d5951d84,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's governance risk is compounded by Pakistan's fragile economic stabilization dependent on IMF conditionality. Repeated failure to meet structural reform targets, stalled revenue collection, and the government's inability to implement sustained fiscal reforms reflect governance weakness that extends to project implementation. IMF program compliance risks and the government's limited fiscal space constrain its ability to provide counterpart funding, institutional support, and policy coordination necessary for project success.",0.85,P174402,d5951d84,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's escalation of macroeconomic risk from Substantial to High is directly connected to Pakistan's fragile economic stabilization. The country faces IMF downgraded growth forecasts (3.2-3.5% for 2026-27), elevated inflation (8.4%), critical dependence on energy imports vulnerable to Middle East shocks, and a fiscal sustainability crisis with interest-revenue ratios at 60%. Currency depreciation affecting the project's private capital mobilization calculations reflects the broader rupee instability driven by these macroeconomic pressures and external vulnerabilities.",0.95,P121507,90409323,Implementation Status and Results Report,
PAK-003,Balochistan Separatist Insurgency Escalation and Maritime Expansion,"The BLA's escalating insurgency and maritime attacks directly threaten investment climate and FDI inflows. Pakistan's FDI collapsed to USD 808 million in H1 FY2026 (from USD 1.425 billion prior year), which constrains the private capital mobilization that the project depends on. The security deterioration in Balochistan and threats to CPEC infrastructure create broader investor risk aversion affecting currency stability and financing availability for development projects.",0.85,P121507,90409323,Implementation Status and Results Report,
PAK-002,TTP Insurgency Surge and Record Terrorism Index Ranking,"Pakistan's ranking as #1 on the Global Terrorism Index 2026 with record fatalities (1,139 deaths, 1,045 incidents in 2025) and a 76% surge in March 2026 attacks creates systemic macroeconomic headwinds. Elevated terrorism risk increases security costs, deters foreign investment, and undermines business confidence—all factors contributing to currency depreciation and reduced private capital mobilization capacity that the project faces.",0.8,P121507,90409323,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The deepening center-periphery political conflict between federal and KP provincial governments hampers economic coordination and development programming. This governance fragmentation contributes to policy uncertainty and institutional dysfunction that exacerbates macroeconomic instability, currency volatility, and reduces the predictability of financing conditions for projects operating across federal-provincial boundaries.",0.7,P121507,90409323,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's persistent High rating in Political and Governance risk directly reflects Pakistan's documented civil-military hybrid governance system. The suppression of political opposition (PTI imprisonment, military trials, transnational repression) and political deadlock create an unstable institutional environment that undermines project implementation capacity and predictability. The governance fragmentation between federal and provincial authorities (as evidenced in the Tirah crisis) further complicates project coordination and resource allocation.",0.85,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The project's High Institutional Capacity rating is directly connected to the documented federal-provincial political fracture. The conflict between PTI-led KP provincial government and PML-N-led federal government creates coordination failures, withholding of financial allocations, and inability to mount coherent humanitarian or development responses. This center-periphery conflict directly undermines institutional capacity for project implementation, particularly if the project operates across governance jurisdictions.",0.8,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The persistent High rating in Institutional Capacity risk aligns with Pakistan's documented systemic corruption, patronage-based governance, and institutional fragility. The civil-military hybrid system, dynastic political control, and repeated failure of structural reforms create an environment where merit-based institutional performance is compromised. This directly explains why institutional capacity vulnerabilities persist despite multiple IMF programmes and reform efforts.",0.82,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The project's High Environment and Social risk rating is substantively connected to ongoing mass displacement crises. The Tirah Valley displacement of 11,000+ families, combined with the broader Afghan refugee deportation crisis (146,000+ in 2026), creates acute humanitarian needs, population volatility, and social fragmentation that directly impact project implementation. Displaced populations may lack access to services, and project beneficiaries may be displaced or in transit, undermining program delivery.",0.78,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-005,Forced Displacement of Afghan Refugees and Non-Refoulement Violations,"The High Environment and Social risk rating reflects the humanitarian consequences of mass Afghan refugee deportations (146,000+ in 2026, 1.3+ million undocumented). These forced returns create acute protection gaps, health crises (documented by MSF), and social instability that directly affect project implementation. If the project has social protection, health, or humanitarian components, the displacement crisis directly undermines beneficiary access and program effectiveness.",0.76,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The persistent High overall project risk is connected to Pakistan's fragile economic stabilization. With only 3.2% projected GDP growth (barely above population growth), 40%+ poverty, and IMF downgrading growth forecasts to 3.5% while raising inflation to 8.4%, the macroeconomic environment remains unstable. This constrains government budget allocations for project co-financing, counterpart funding, and maintenance of project-supported services, directly undermining implementation sustainability.",0.79,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-012,Climate and Economic Shocks Compounding Social Vulnerability,The High Environment and Social risk rating is connected to compounding climate and economic shocks. Projected 20% higher rainfall increases flood displacement risk; 33% of children under five suffer stunted growth; and 40%+ poverty creates a vulnerable population base. These structural vulnerabilities directly impact project beneficiary populations' capacity to benefit from interventions and increase social fragmentation that complicates implementation.,0.77,P121507,ef0de8bd,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's persistent Substantial political and governance risk rating directly reflects Pakistan's civil-military hybrid governance system. The suppression of political opposition (PTI imprisonment, military trials of activists) and political deadlock between the Shehbaz Sharif government and military establishment create institutional fragility that undermines stakeholder coordination and governance capacity essential for large-scale infrastructure project execution.",0.85,P121507,b9ff5234,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The hydropower project likely operates within a context of severe federal-provincial political fracture between the PTI-led KP provincial government and the PML-N-led federal government. This center-periphery conflict directly impairs security coordination, institutional cooperation, and development programming capacity—core requirements for implementing large-scale infrastructure projects that depend on multi-level governance coordination.",0.8,P121507,b9ff5234,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's persistent Substantial governance risk rating aligns with Pakistan's systemic corruption, patronage-based institutional structures, and poor rule-of-law indicators. These governance deficits directly undermine institutional capacity for transparent procurement, financial management, and merit-based project staffing—critical for executing complex hydropower infrastructure.",0.82,P121507,b9ff5234,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"If the hydropower project is located in or affects Khyber Pakhtunkhwa (particularly Tirah Valley or surrounding areas), the mass displacement crisis and ongoing counterterrorism operations create direct implementation risks through population displacement, security volatility, and the political fracture between federal and provincial authorities that hampers coordinated project management.",0.65,P121507,b9ff5234,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The project's high-risk resettlement and community displacement dynamics directly parallel the Tirah Valley displacement crisis, where over 11,000 families were forcibly displaced with inadequate consultation, planning, and humanitarian support. Both involve mass displacement in conflict-affected areas with documented failures in community engagement and safeguards. The project's low consultation uptake (35%) mirrors the governance and coordination failures evident in the Tirah crisis, where federal-provincial political fracture prevented adequate humanitarian response.",0.78,P121507,0b604fc6,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The project's persistent high environmental and social safeguards risk, particularly the low rate of affected persons' suggestions being incorporated (35%), reflects broader institutional fragility and governance dysfunction between federal and provincial authorities. The federal-provincial political rift documented in KP hampers coordinated implementation of safeguards frameworks, community consultation mechanisms, and accountability structures necessary for effective resettlement management.",0.72,P121507,0b604fc6,Implementation Status and Results Report,
PAK-005,Forced Displacement of Afghan Refugees and Non-Refoulement Violations,"Both the project's resettlement challenges and Pakistan's mass forced displacement of Afghan refugees reflect systemic failures in displacement safeguards and community protection mechanisms. The project's inability to ensure affected persons' voices are meaningfully incorporated (35% uptake) occurs within a broader context of state-level displacement operations that violate international protection standards, suggesting institutional incapacity or unwillingness to implement robust safeguards across displacement contexts.",0.65,P121507,0b604fc6,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The realized project risk of macroeconomic instability directly reflects Pakistan's fragile economic stabilization documented in PAK-007. Pakistan's IMF-dependent economy with only 3.2% projected GDP growth (barely above population growth), over 40% poverty rate, stalled structural reforms, and a 60% interest-revenue ratio creates the exact macroeconomic conditions undermining education sector investment sustainability. The April 2026 IMF downgrade of growth forecasts to 3.5% and inflation projections to 8.4% (driven by Middle East energy import dependency) exemplify the persistent macroeconomic volatility threatening government budget allocations to education.",0.95,P173399,9c748533,Implementation Status and Results Report,
PAK-012,Climate and Economic Shocks Compounding Social Vulnerability,"The macroeconomic instability risk is compounded by the climate and economic shock dynamics in PAK-012. Pakistan's economy has stabilized only through import compression, tax increases, and spending cuts rather than productivity gains, leaving the state unable to fund adequate social services including education. The projected 20% higher rainfall in 2026, combined with 3% growth barely above population growth and 40% poverty, creates fiscal pressures that directly constrain the government's capacity to sustain education investments beyond the project period.",0.88,P173399,9c748533,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The federal-provincial political fracture documented in PAK-010 exacerbates macroeconomic instability by undermining fiscal coordination and budget execution. The KP Chief Minister's allegations of systematic economic strangulation by the federal government and withholding of constitutionally mandated financial allocations directly impair provincial capacity to sustain education sector investments. This center-periphery conflict hampers development programming and budget predictability, compounding the macroeconomic sustainability risks to the education project.",0.82,P173399,9c748533,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The deterioration in institutional capacity for implementation is plausibly connected to Pakistan's civil-military hybrid governance structure and political instability. The suppression of political opposition (including imprisonment of PTI workers and leaders), withdrawal of PTI from negotiations, and concentration of power in the military establishment create governance dysfunction that undermines institutional coherence, merit-based personnel systems, and effective inter-agency coordination—all critical for project implementation.",0.75,P173399,1d2b87ad,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The federal-provincial political rift between the PML-N-led federal government and PTI-led KP provincial government directly impairs institutional capacity for implementation. Accusations of economic strangulation, withholding of constitutional allocations, and mutual political recrimination create coordination failures, resource constraints, and institutional paralysis that would degrade implementation capacity across federal and provincial programs.",0.78,P173399,1d2b87ad,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"Systemic corruption, patronage-based personnel systems prioritizing loyalty over merit, and institutional fragility directly undermine implementation capacity. The World Bank's assessment of Pakistan's governance indicators in the lowest quartile globally, combined with repeated IMF program failures to produce structural reform, reflects the institutional dysfunction that would manifest as declining capacity to execute program activities effectively.",0.82,P173399,1d2b87ad,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Economic deterioration and IMF program compliance risks constrain institutional capacity for implementation. Repeated revenue collection shortfalls, stalled structural reforms, and fiscal pressures (with interest-revenue ratio at 60 percent) force governments to cut spending and redeploy personnel, directly reducing the financial and human resources available for effective project implementation and institutional staffing.",0.72,P173399,1d2b87ad,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The delayed fiduciary compliance and governance actions reflect institutional fragility that mirrors the broader federal-provincial governance breakdown documented in the Tirah displacement crisis. The inability to execute consolidated compliance reviews across federal and provincial levels suggests coordination failures consistent with the documented political fracture between PTI-led KP and PML-N-led federal authorities, where each level operates with reduced institutional coherence and mutual accountability.",0.72,P173399,9e6d6f08,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"Persistent delays in fiduciary compliance, procurement planning, and SOP implementation are symptomatic of the systemic institutional fragility and governance dysfunction documented as endemic to Pakistan's public administration. The overdue compliance reviews and need to hire additional resources to meet basic governance standards reflect the patronage-based, merit-deficient institutional structures that characterize Pakistan's governance crisis and undermine program execution capacity.",0.75,P173399,9e6d6f08,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Delayed governance and fiduciary actions in program execution create implementation risks that compound Pakistan's broader IMF program compliance vulnerabilities. Weak institutional capacity to execute consolidated compliance reviews and procurement planning undermines the structural reform agenda required by the IMF Extended Fund Facility, increasing the risk of program review delays and further economic instability.",0.68,P173399,9e6d6f08,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The realized project risk of weak federal-provincial coordination mechanisms directly reflects the documented political fracture between federal and provincial governments. The Tirah displacement crisis and broader center-periphery conflict have created institutional dysfunction that impedes coordinated implementation of development programs. The difficulty in finalizing district-level grant mechanisms mirrors the governance breakdown where federal-provincial mistrust and political retribution (e.g., alleged withholding of constitutional allocations) undermine collaborative policy execution.",0.85,P173399,3bd3bb6f,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The Tirah displacement crisis explicitly crystallized federal-provincial coordination failures, with both the PTI-led KP provincial government and federal authorities trading accusations over authorization and responsibility for the forced displacement. These same institutional fractures that prevented coordinated humanitarian response are now manifesting in the project's difficulty establishing functional district-level grant mechanisms, suggesting systemic coordination breakdown extends across security and development programming.",0.78,P173399,3bd3bb6f,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The persistent coordination fragility in the project reflects broader institutional fragility documented in Pakistan's governance systems. The inability to finalize district-level grant mechanisms suggests the same patronage-based, merit-averse institutional structures and lack of rule of law that characterize Pakistan's systemic governance weakness are impeding technical implementation of development programs.",0.72,P173399,3bd3bb6f,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's persistent 'High' political and governance risk directly reflects Pakistan's civil-military hybrid governance system where civilian authorities operate as junior partners to the military establishment. The suppression of political opposition (PTI imprisonment, military trials, transnational repression) and political deadlock between the government and opposition create an unstable institutional environment that undermines project implementation capacity and predictability in Punjab.",0.85,P508222,54c4e9aa,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"While the project is in Punjab, the documented federal-provincial political fracture between the PTI-led KP and PML-N-led federal government reflects broader institutional fragmentation affecting governance capacity nationwide. This center-periphery conflict undermines coordinated policy implementation and resource allocation across provinces, creating systemic governance risks that extend to Punjab's implementation environment.",0.72,P508222,54c4e9aa,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's persistent high political and governance risk is substantively connected to Pakistan's systemic corruption, patronage-based institutional structures, and poor rule of law indicators. These governance deficits directly impair project implementation through weak institutional capacity, merit-based decision-making failures, and erosion of public trust in government institutions responsible for program execution.",0.88,P508222,54c4e9aa,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Political and governance fragility directly constrains Pakistan's ability to implement structural economic reforms required by the IMF program. The political deadlock, military-civilian tensions, and suppression of opposition undermine the institutional consensus and policy continuity needed for sustained fiscal discipline and reform implementation, creating feedback loops where governance weakness perpetuates economic instability.",0.78,P508222,54c4e9aa,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The realized project risk of macroeconomic instability directly reflects Pakistan's fragile economic stabilization documented in PAK-007. Pakistan's IMF-dependent economy with only 3.2% projected GDP growth (barely above population growth), 40%+ poverty rates, stalled structural reforms, and a 60% interest-revenue ratio creates the exact fiscal constraints that undermine government capacity to sustain clean air program funding. The April 2026 IMF downgrade of growth forecasts to 3.5% and inflation projections to 8.4% further compress available resources for transport and agriculture sector investments required by the program.",0.92,P508222,9fc11128,Implementation Status and Results Report,
PAK-012,Climate and Economic Shocks Compounding Social Vulnerability,"The macroeconomic instability risk is compounded by PAK-012's documented economic shocks and structural vulnerabilities. Pakistan's stabilization through import compression and spending cuts rather than productivity gains has left the state unable to fund adequate social protection or development programs. The 90% energy import dependency on the Middle East and vulnerability to price shocks directly constrains fiscal space for clean air program implementation, particularly for transport and agriculture sectors that require sustained capital investment.",0.85,P508222,9fc11128,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's macroeconomic sustainability risk is rooted in institutional fragility documented in PAK-011. Pakistan's civil-military hybrid governance, patronage-based systems, and repeated IMF program failures to produce lasting structural reform create weak institutional capacity for sustained program implementation. Poor governance indicators and corruption deter foreign investment and erode public trust, reducing both government revenue and the institutional reliability needed to maintain clean air program funding across multiple sectors.",0.78,P508222,9fc11128,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Pakistan's critical IMF program dependency and fiscal constraints (interest-revenue ratio at 60%, structural reforms stalled) directly undermine the government's capacity to fund and sustain sector strategies for air quality and emissions reduction. With barely 3.2% GDP growth and over 40% poverty, competing budget priorities and IMF conditionality create an unstable policy environment for environmental sector initiatives requiring sustained investment and institutional coordination.",0.75,P508222,694c1a34,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The deepening rift between the PTI-led KP provincial government and the PML-N-led federal government directly fragments policy coherence and implementation capacity. Air quality and emissions reduction initiatives typically require coordinated federal-provincial action (transport regulation, agricultural standards, industrial oversight). The documented political retribution over financial allocations and accusations of systematic economic strangulation create institutional paralysis that destabilizes sector strategy implementation.",0.72,P508222,694c1a34,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"Pakistan's documented institutional fragility, patronage-based governance, and poor rule of law indicators directly weaken the institutional capacity to formulate and enforce coherent sector strategies. Environmental policy implementation depends on merit-based institutional performance and transparent regulatory frameworks—both compromised by systemic corruption and civil-military hybrid governance structures that prioritize short-term political gains over policy consistency.",0.7,P508222,694c1a34,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,The Tirah displacement crisis and ongoing counterterrorism operations in Khyber Pakhtunkhwa create localized governance vacuums and institutional disruption that fragment sector strategy implementation in a key region. The documented political fracture between federal and provincial authorities over the displacement response directly undermines coordinated policy execution for air quality and emissions reduction in conflict-affected areas.,0.65,P508222,694c1a34,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,The housing policy delay reflects broader federal-provincial coordination dysfunction documented in the FCV risk. The Tirah displacement crisis exposed systematic center-periphery conflict where provinces and federal government operate at cross-purposes on critical governance matters. Housing policy coordination failures are consistent with this pattern of institutional fragmentation and political misalignment between federal and provincial authorities.,0.65,P173663,8d01df8d,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The housing policy delay exemplifies institutional fragility and governance dysfunction. The inability to coordinate and execute basic policy development between federal and provincial levels reflects the systemic governance weaknesses—patronage systems, lack of merit-based coordination, and institutional restructuring for short-term political gains—that characterize Pakistan's governance crisis.",0.6,P173663,8d01df8d,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's political and governance risk downgrade directly reflects Pakistan's documented civil-military hybrid governance system where decision-making authority is fragmented between civilian and military actors. The suppression of political opposition (PTI imprisonment, military trials, transnational repression) and the political deadlock following PTI's withdrawal from negotiations create institutional uncertainty and unpredictable policy shifts that undermine project implementation capacity and stakeholder coordination.",0.85,P165388,eac6f896,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The governance risk downgrade is substantively connected to the deepening center-periphery conflict between the PTI-led KP provincial government and the PML-N-led federal government. This political fracture directly impairs implementation capacity by creating competing authorities, withholding of constitutional financial allocations, and breakdown in security and humanitarian coordination—all of which would degrade a project's ability to function effectively across governance levels.",0.8,P165388,eac6f896,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's governance risk downgrade aligns with Pakistan's systemic institutional fragility characterized by patronage-based decision-making, poor rule of law indicators, and repeated failure of structural reforms. These governance weaknesses directly affect project implementation through compromised institutional capacity, unpredictable policy enforcement, and erosion of public trust in implementing agencies.",0.78,P165388,eac6f896,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The governance risk downgrade reflects broader institutional fragility in Pakistan's economic management, where IMF program compliance remains uncertain and structural reforms are stalled due to political resistance. Weak governance capacity to implement fiscal discipline and revenue reforms undermines the macroeconomic stability necessary for project sustainability and government counterpart funding commitments.",0.72,P165388,eac6f896,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The realized project risk of staff turnover and delayed replacement processes reflects broader institutional fragility within Pakistan's governance system. The hybrid civil-military governance structure and political instability documented in PAK-004 create an environment where institutional positions lack stability, merit-based recruitment processes are compromised, and continuity in technical roles is undermined by political patronage dynamics and governance dysfunction.",0.65,P165388,275805d1,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The Industries Department PDU's inability to initiate a timely replacement process for a resigned financial expert suggests institutional capacity constraints typical of governance breakdown during political conflict. PAK-010 documents how federal-provincial political fractures hamper coordination and institutional functioning; similar dynamics may be affecting the PDU's ability to execute basic HR and recruitment functions, particularly if the department operates in a politically contested province or faces resource withholding.",0.55,P165388,275805d1,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The delayed replacement process for a key financial position reflects the systemic institutional fragility documented in PAK-011. Pakistan's governance indicators show persistent weakness in rule of law and institutional capacity; the PDU's inability to initiate timely recruitment suggests broader patterns of institutional dysfunction, merit-based hiring failures, and administrative paralysis that characterize Pakistan's governance landscape.",0.7,P165388,275805d1,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The delayed EPD restructuring reflects broader institutional fragility within Pakistan's civil-military hybrid governance system. The project's inability to execute critical governance restructuring mirrors the systemic governance constraints documented in PAK-004, where political deadlock between the military-dominated establishment and civilian government (PTI withdrawal from negotiations, suppression of opposition) creates institutional paralysis that extends to sectoral implementation capacity.",0.65,P165388,23133112,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The EPD restructuring delays may be compounded by the federal-provincial governance fracture documented in PAK-010. If the EPD operates within or depends on coordination between federal and provincial authorities (particularly relevant given environmental/pollution issues often span both levels), the documented rift between the PML-N federal government and PTI-led KP provincial government could impede institutional restructuring and coordination necessary for implementation.",0.55,P165388,23133112,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The delayed EPD restructuring is a direct manifestation of the systemic institutional fragility documented in PAK-011. Pakistan's governance indicators remain in the lowest quartile globally, with patronage systems and weak rule of law undermining merit-based institutional reform. The inability to execute environmental governance restructuring reflects the broader pattern of institutional capacity constraints and reform resistance that characterizes Pakistan's public sector.",0.72,P165388,23133112,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The governance disagreement on green financing strategy reflects broader institutional fragility in Pakistan's civil-military hybrid system. The realized project risk indicates difficulty in achieving consensus between the World Bank and Government on development priorities, which is consistent with PAK-004's characterization of a governance structure where the civilian government operates as a junior partner to the military establishment with limited autonomous decision-making capacity. This dynamic can create conflicting institutional priorities and implementation bottlenecks on development initiatives.",0.65,P165388,6c01c01e,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The governance disagreement on green financing strategy may reflect the deeper federal-provincial political fracture documented in PAK-010. If the project involves coordination between federal and provincial authorities (particularly in KP), the documented rift between the PTI-led provincial government and PML-N-led federal government could manifest as disagreements over development strategy priorities, including green financing approaches. This center-periphery conflict hampers coordinated policy implementation.",0.55,P165388,6c01c01e,Implementation Status and Results Report,
