related_country_risk_id,related_country_risk_title,susceptibility_summary,evidence_quote,confidence,PROJ_ID_IB
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"Security threats could directly endanger project workers and beneficiaries (students), particularly around women’s colleges, disrupting activities and requiring additional security measures.","“There are substantial security risks for the project, too, including wider contextual security circumstances and possible exposure of project workers and students enrolled under the project to attacks.”",0.78,P176898
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,Political transition/elections could weaken government support and disrupt education policy dialogue and intergovernmental collaboration needed for implementation across federal and state levels.,"“The political risks relate to the recent elections and political transition… (a) the substantial demand for this project… could be dampened if political changes following elections weaken the strategic support behind women’s empowerment, (b) there could be some disruption to the FGS and FMS education policy dialogue and intergovernmental collaboration because of the transition, and (c) there may be heightened levels of insecurity and violence.”",0.8,P176898
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"Project implementation depends on a federal–member state division of responsibilities that the PAD notes is not fully codified, making institutional arrangements potentially vulnerable in a fragmented federal context.","Though not fully codified in law, the Federal Government’s Ministry of Education, Culture, and Higher Education (MoECHE) is responsible for the overall guidance and administration of education, while Somalia’s FMS are responsible for policy implementation and service delivery.",0.66,P176898
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Disruption in federal–member state collaboration could stall or paralyze implementation in parts of the country, including selection and delivery mechanisms relying on both levels.",“Risks associated with the selection PIPs include… (b) disruption of the collaboration between the FGS and FMS levels may paralyze the activities in important parts of the country.”,0.75,P176898
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","Displacement and difficult access conditions may undermine beneficiary reach, consultations, and grievance redress, and increase exclusion risks (including for IDPs).","“areas of fragility due to endemic poverty, acute drought, floods and protracted conflict and insecurity which may make direct access to beneficiaries challenging and amplify risks related to lack of effective stakeholder engagement, community participation, grievance redress and application of other risk mitigation measures. Vulnerable and marginalized groups including minority groups and clans, Internally Displaced Persons (IDPs), people living with disabilities, are particularly disadvantaged when accessing education…”",0.77,P176898
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts","The PAD acknowledges acute food insecurity and rising food prices, which can undermine participation/retention in training and increase social instability risks affecting implementation conditions in project areas.","Food prices are rising and purchasing power is decreasing throughout the country, raising risks of hunger and unrest.",0.56,P176898
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"The PAD explicitly designs EMIS data collection to avoid in-person travel, indicating that implementation may be vulnerable where movement/access is constrained; if travel becomes restricted, field-based monitoring and data collection could be disrupted (necessitating reliance on remote methods).","Work on information system strengthening will ensure data will be collected through online and/or SMS means (including through tablets and smart/non-smart phones), limiting the need for in-person data collection (including travel, printing of survey forms, etc.)",0.57,P176898
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"The project is explicitly expanding into a region the PAD characterizes as having higher insecurity (Middle Shabelle), and the PAD notes that oversight/support capacity is limited in security-constrained areas—creating susceptibility to access, supervision, and continuity disruptions where insecurity worsens.","“The Government also requested World Bank support to regions such as Middle Shabelle in Hirshabelle State and Lower Shabelle in SWS, which have a higher documented incidence of insecurity. Given the World Bank’s current limited capacity to provide implementation support and oversight in security-constrained regions, coverage of less secure areas presents challenges. Upon the FGS’s strong request, Middle Shebelle in Hirshabelle has been added to the list of regions to be covered by the Project”",0.82,P172031
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery",Large-scale internal displacement is cited as an ongoing outcome of conflict and climatic shocks; this can disrupt continuity of service coverage and beneficiary reach in project areas.,"Somalia’s recurrent natural disasters and conflict hamper development efforts. The country faced the impact of crippling droughts from 2016 to 2017 and again in 2019, together with protracted and ongoing armed conflicts, resulting in the internal displacement of more than 2.6 million people and widespread food insecurity and hunger.",0.74,P172031
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts",The PAD links droughts/floods to increased food insecurity and malnutrition and explicitly notes that floods and extreme weather can make areas inaccessible and suspend outreach campaigns—disrupting both implementation (access/logistics) and outcomes (nutrition/health).,"Floods and droughts impact crops, increasing food insecurity and creating malnutrition. Extreme health and floods hamper health service delivery making areas inaccessible, suspending outreach campaigns, and making it difficult for community members, particularly the elderly and those with preexisting conditions, to reach health facilities.",0.79,P172031
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,Political instability around elections is explicitly identified as a source of insecurity and renewed violence that could delay implementation and create political stagnation affecting decision-making and resource allocation.,"Somalia's first popular elections in more than a half-century were scheduled for in February 2021 originally; however, as of May 2021, the political situations are unsettled with heightened insecurity, especially in Mogadishu. This risk can affect the Project with the potential for political stagnation, competition over scarce financial resources, and renewed violence leading to delays.",0.82,P172031
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Project area selection and resource allocation across Federal Government and Federal Member States is described as potentially contentious, risking backlash from some FMS and disrupting implementation coordination and governance arrangements.","For this reason, the selection of the Project target areas and subsequent Project funds allocation may be highly contentious and lead to a backlash from some FMS.",0.8,P172031
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"Planned project activities/funding for Somaliland are explicitly conditional on political/administrative agreements (activities and funding flows). If these agreements are not reached, Somaliland activities may be delayed, restructured, or cancelled.","“The disbursement of the funds for Somaliland will be contingent on (i) agreement by the FMoH with Somaliland on the detailed Project activities...; (ii) agreement on the flow of funding between FGS and Somaliland respective Ministries of Finance... If these are not attained by the time of the Project's Mid-Term Review (MTR), IDA reserves the right to cancel this amount”",0.77,P172031
SOM-002,Humanitarian response funding shortfalls threaten interruption of lifesaving assistance,"The PAD describes major historical fragmentation in EPHS delivery following the end of a key donor-financed coordination mechanism, indicating service continuity can be sensitive to donor financing interruptions.","However, following the closure of the JHNP after the end of the UK Foreign, Commonwealth and Development Office’s (FCDO; previously Department for International Development (DFID)) financing in 2016, the previously coordinated EPHS implementation became fragmented, with partial geographic coverage and varying package components supported by different funding partners.",0.6,P172031
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"Implementation planning is stated to depend on security risk assessments due to a frequently changing security situation, indicating susceptibility to interruptions/revisions of delivery modalities and timelines in project regions (especially Middle Shabelle) when conflict dynamics shift.","“During appraisal, the World Bank/GFF team clarified that the implementation plan for each region, especially in Middle Shabelle, will be guided by a security risk assessment to be conducted by the Government, in consideration of the frequently changing local security situation.”",0.74,P172031
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The PAD flags low trust, contestation, and violence in the stakeholder environment—along with political divisions within government—which could interfere with coordination, targeting, and smooth implementation in a fragmented context.","The current context in Somalia, characterized by the lack of trust between key groups in society, and accompanying high levels of contestation and violence, presents a high risk for the Project in relation to the stakeholder environment. Fragmented donor support in the health sector also contributes to intensifying such political divisions within the Government.",0.74,P172031
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"Insecurity and armed-group control could prevent access to some areas, raise risks to health workers and beneficiaries, and force changes to delivery modalities for publicly advertised vaccination campaigns.","Linked to the political situation, security risks of gathering large number of people for publicly advertised vaccination campaigns and reaching rural areas are high, as some regions remain under the control of armed groups. These militias have targeted healthcare workers during past vaccination campaigns and have expressed negative views about vaccination. Most recently, Al Shabaab raised concerns over the Astra Zeneca vaccine which likely exacerbated vaccine uptake in areas under its control. Publicized vaccination campaigns may provide an easy target for terrorist attacks with risks for health staff, frontline workers, groups targeted for vaccination, and health facilities.",0.82,P176956
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,Implementation depends on cooperation across federal and state authorities; tensions between FGS and FMS/Somaliland could disrupt coordination arrangements and equitable distribution decisions for vaccines across jurisdictions.,"Service delivery capacity of the states is constrained by several factors, including limited human resources, inadequate financial resources, ongoing armed insurgency in some states, and/or tensions between the FGS and some FMS and Somaliland.",0.74,P176956
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Vaccination rollout and project governance could be disrupted by political instability associated with the electoral context and broader fragility, potentially affecting continuity of implementation arrangements and decision-making.","The precarious political situation in Somalia may adversely affect the roll out of the vaccination campaign. With the first popular elections in more than a half-century postponed to October 2021 there are persistent risks of political instability, renewed violence, and rising insecurity.",0.78,P176956
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","Large internal displacement and low early reach into IDP camps indicate risks to beneficiary reach and equitable coverage, particularly for mobile/outreach delivery platforms.",Only a small fraction (less than 1 percent) of people living in nomadic settlements and in camps for Internally Displaced Persons (IDPs) have been reached to date as mobile clinics and outreach campaigns have only just started.,0.8,P176956
SOM-002,Humanitarian response funding shortfalls threaten interruption of lifesaving assistance,The PAD states that most vaccination program costs will be funded using external resources and that weak domestic resource mobilization implies virtually all activities need development partner funding—creating vulnerability to partner financing shortfalls for core deployment activities.,“The government’s weak domestic resource mobilization capacity and limited fiscal space implies that virtually all activities will need to be funded by development partners.”,0.7,P176956
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts","The PAD highlights recurrent drought and other natural disasters alongside armed insurgency producing humanitarian crises and displacement, conditions that can disrupt logistics and continuity of vaccine outreach and service delivery.","The country faces multiple challenges, including an ongoing armed insurgency, and frequent natural disasters (e.g., droughts, floods, locust infestations), which have created humanitarian crises with millions displaced internally and millions more living precariously.",0.62,P176956
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"The PAD anticipates the need for security risk assessments and security management plans to safeguard staff and supplies during campaigns and in-transit distribution, indicating operational exposure to insecurity along the supply chain and at service delivery points.","“Security Risk Management Protocols, including security risk assessments (SRA) and security management plan (SMP) need to be prepared.”",0.7,P176956
SOM-010,Political constraints restrict humanitarian operations and movement in the north,Implementation in Somaliland relies on UN agency channels because the PAD notes a political impasse prevents the FGS MoH from directly supporting service delivery or channeling funds—creating a governance/operational dependency that could disrupt delivery if the impasse constrains coordination further.,“the UN agencies have established mechanisms to support service delivery in Somaliland where the current political impasse makes it impossible for the FGS MoH to directly support service delivery or channel funds from the national level.”,0.75,P176956
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,Intergovernmental coordination (FGS–FMS) is a core implementation requirement; periods of political instability or fragmentation could interrupt coordination and continuity of rollout across federal member states.,This includes supporting regular consultations and stakeholder engagement at the technical level between the FGS and FMS to ensure continuity in activities during politically unstable periods;,0.7,P176956
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"Active conflict and insecurity could restrict access to worksites and endanger implementing staff/contractors, requiring site substitution and contingency planning that may affect timelines and outcomes.","Much of Somalia remains in conflict, which affects access to the project sites and insecurity for staff, of both government agencies and contractors.",0.83,P173088
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,Project delivery relies on government-provided clearances and continuous security presence at worksites; any deterioration in conflict conditions could disrupt or delay bids and execution of field-based contracts.,“The FGS and GoSL will provide all necessary clearances and institute security measures to allow contractors to work with adequate protection.”,0.66,P173088
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Uncertainty around national elections and intergovernmental relations could disrupt project decision-making, priorities, and implementation coordination (including siting decisions and funds-flow arrangements).","Relations among FGS, FMS, and Somaliland could impact the project implementation. Further, the current uncertainty regarding FGS elections could heighten existing tensions in Somalia and shift the development priorities.",0.78,P173088
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"Project implementation is vulnerable to federal–member state/Somaliland coordination failures and contestation over resource allocation and siting, which could delay or derail agreed implementation plans.","Overall, the adequacy of political commitment and capacity to create partnerships to strengthen institutions and set up an enabling regulatory environment may also undermine the success of the project. There is also a potential risk regarding contestation around the amounts and project locations. In addition, the lack of FGS-GoSL agreement for IDA funds flow is a risk and may delay project implementation.",0.75,P173088
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Implementation depends on close coordination between the Federal Government and Federal Member States, creating susceptibility if federal–state relations deteriorate and disrupt coordination, approvals, or joint decision-making for activity selection and oversight.","“The project will be implemented by, (a) Ministry of Energy and Water Resources, Federal Government of Somalia (MoEWR) in Mogadishu in close coordination with the Federal Member States (FMSs)…”",0.66,P173088
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","Displacement dynamics and IDP evictions—especially in urban centers where project investments are planned—could complicate land access, create grievances, and disrupt works through land disputes/claims.","Key social risks include: (a) ensuring security for project operations and associated workers, (b) potential land acquisition required for the installation of 132kV sub-transmission network and associated substations, medium voltage line (<33kV) corridors and possible expansion of existing and green field minigrids and Distribution network, (c) forced displacement of IDPs is said to be rampant especially in urban centers such as Mogadishu, Hargeisa and Garowe and may be carried out in anticipation of project investment",0.8,P173088
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts","The PAD documents major drought/flood shocks generating large humanitarian needs and states that these hazards pose challenges for the design, construction, and operation of project assets—creating susceptibility that drought/flood conditions associated with wider food insecurity crises could disrupt implementation and operational performance of energy infrastructure.","“In 2019, combined impacts of flooding, drought and locusts resulted in an estimated 5.2 million persons in need to assistance, at a cost estimated at 16.5 percent of gross domestic product.”",0.51,P173088
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"Primary survey activities (notably SIHBS) are explicitly designed around Somalia’s insecurity and enumerator safety, indicating potential disruption to fieldwork, supervision, and data quality/timeliness if insecurity constrains operations.","“The SIHBS will be designed and implemented taking into consideration i) the key objectives of the survey, and ii) the constraints of operating in a complex and insecure environment such as Somalia’s. To that end, to collect as much relevant information as possible, with a certain degree of accuracy, and without jeopardizing the safety of the enumerators, the design of the survey instrument will prioritize the crucial modules…”",0.84,P171160
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"The PAD states that SIHBS data collection will be restricted to accessible areas due to insecurity, which may disrupt planned national/sub-national representativeness and field logistics.",“Data collection should be restricted to accessible areas due to insecurity.”,0.82,P171160
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","Large IDP and nomadic populations can undermine representativeness and data quality of field surveys central to project results, potentially weakening outcome achievement even if activities proceed.",The unique demographics of IDPs and nomads makes field data collection more challenging which may affect representativeness of the population.,0.8,P171160
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,Deterioration in political relations between levels of government could directly reduce feasibility/timeliness of field data collection that underpins key outputs (surveys) and affect implementation schedules.,"However, a partial or complete deterioration of security and political relations between the various levels of government can render field work difficult.",0.75,P171160
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Key project outputs (SIHBS and the broader NSS strengthening) rely on sustained Federal Government–Federal Member State coordination across the full survey cycle and system governance; deterioration in federal–state relations could disrupt joint sampling, implementation, and harmonization arrangements.","“During the implementation of the SIHBS survey, special focus will be devoted to ensuring full coordination between the FGS and FMSs- from the sampling to the analysis- …”",0.74,P171160
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,High political/governance risk and potential contestation among federal and federal member state (FMS) counterparts could disrupt coordination arrangements and delay implementation (especially multi-agency survey activities).,"Political and Governance risk is High. There is initial risk of political contestation among key partners (line ministries, FMS statistical departments, government agencies).",0.7,P171160
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts","Drought/climate shocks can cause displacement, which the PAD flags as a macroeconomic risk channel; this can indirectly disrupt implementation conditions and the feasibility/quality of field-based data collection activities.","Given that the economy’s mainstay is agriculture, climate shocks could lower agricultural output, damage infrastructure, exacerbate water stress, and displace people.",0.6,P171160
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The PAD documents implementation delays tied to weak coordination/capacity between FGS and FMS (including delayed documentation and high turnover in core PFM roles), which could worsen if fragmentation intensifies—affecting PBC verification, transfers, and service-delivery financing.","A number of challenges encountered during implementation of RCRF II illustrate why this is important, including: (i) Challenges in putting in place the required FMS-level policy and other frameworks required to unlock funds flows... and delayed responses from FMS to FGS requests for provision of documentation for financing certain activities. (ii) High turnover on core government PFM positions, (notably finance, accounting, and HR) and relatively limited capacity at the FMS level.",0.75,P173731
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"Insecurity may limit access to operating areas, impede implementation support/monitoring, deter vendors, and slow reforms—directly disrupting implementation arrangements that depend on access, staffing, and supplier participation.","“Insecurity poses a risk to human security (World Bank staff and client), project implementation and its sustainability. It can create limitations on access to the operating environment, which in turn poses additional project risks, creating challenges for project implementation and monitoring. Insecurity can further discourage vendors from accepting assignments under the project and slow down the pace of reforms.”",0.87,P173731
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","Project objectives include strengthening service delivery systems in health and education and ensuring resources reach schools and communities. The PAD notes that access to services is particularly limited in internally displaced settlements, suggesting the project’s ability to reach intended beneficiaries and achieve service-delivery outcomes may be susceptible where displacement concentrates populations in hard-to-serve areas.","Access to services is particularly limited for those living in rural areas, including nomads and internally displaced settlements, where poverty is deepest and markets, health clinics and schools are scarce.",0.7,P173731
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"Some activities may need to shift geographic level of implementation (region vs. district) based on political and access constraints, which could disrupt planned coverage and oversight arrangements.","In some areas, districts may be supported in lieu of regions based on political and access considerations.",0.65,P173731
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Because the project relies on fiscal transfers and coordination between FGS and FMS, intra- and inter-governmental contestation over authority assignment could disrupt implementation and weaken inter-governmental relations needed for reforms.","“The main risk is that the reform trajectory is slowed down due to intra-governmental and inter-governmental contestation around the assignment of authority in the ongoing constitutional review process, among the federal government institutions and between the FGS and the FMS.”",0.82,P173731
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Project reforms and implementation progress may be slowed or derailed by political instability linked to elections and the constitutional review process, including potential leadership change and resistance from groups seeking to maintain the status quo.",“Risk of political instability remains high and could slow or derail reforms over the course of the project… Elections also imply risk of change in leadership. … there is currently a constitutional review process underway… Adoption of such a permanent constitution could further create frictions among powerful groups that seek to maintain the status quo.”,0.84,P173731
SOM-002,Humanitarian response funding shortfalls threaten interruption of lifesaving assistance,"Project continuity for recurrent cost financing beyond Q1 2023 is contingent on securing additional financing, creating susceptibility to funding shortfalls that could interrupt support to core government functions and service delivery mechanisms.",An AF of at least US$32.0 million is anticipated to fully finance recurrent costs for the remaining quarters of 2023. The Government will endeavor to secure these additional funds from IDA or through the Somalia Multi-Partner Fund (SMPF).,0.7,P173731
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"The PAD flags that operating in a conflict zone complicates inclusive consultations, monitoring, and trusted grievance mechanisms—potentially undermining citizen engagement/feedback components and facility-level outreach.","“(v) contextual risks of operating in a conflict zone and complex social context where effective and inclusive community consultations, monitoring, and developing effective and trusted GRMs are challenging.”",0.78,P173731
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts","Drought and other external shocks are explicitly noted as risks that can create fiscal pressure and impede FGS/FMS ability to achieve the PDO, disrupting predictable recurrent financing and reform progress the project supports.","“The main risks to the project are… the fiscal pressure on the budget from a wide array of needs across the country and recurring external shocks, such as droughts.”",0.74,P173731
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"The Al-Shabaab insurgency and active conflict may restrict access to project sites and directly threaten project staff and beneficiaries, disrupting delivery of works and services.","Somalia remains a highly insecure operational environment. The FGS faces an ongoing Al Shabaab insurgency, particularly affecting the three flood- affected states. Despite the presence of AMISOM forces the active conflict may inhibit access to potential or active project-sites, as well as directly threaten project staff and beneficiaries.",0.86,P173315
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,Delivery in Federal Member States is contingent on formal FGS–FMS agreements and state-level teams; tensions could delay or block rollout of activities in/for FMS.,"Prior to implementing any activities under the Project in, or for the benefit of, any FMS, FGS to: (i) enter into a MoU with such FMS; and (ii) establish within the respective FMS’s MoPIED, and thereafter maintain throughout Project implementation, a State Project team responsible supporting the PIU in managing the contracts within the respective FMS...",0.7,P173315
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,Fragmented/overlapping institutional mandates and slow progress in national coordination mechanisms could slow implementation and weaken nationwide preparedness outcomes.,"Progress has been slow, as these nascent formal public institutions are beset by limited human capacity, overlapping mandates, and inadequate financial resourcing... The evolving institutional landscape7 is therefore both complex and often characterized by fragmentation of mandates and divergence across relevant FGS and FMS institutions...",0.74,P173315
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"High political and governance risk could translate into political turbulence, stalled decision-making, competition over resources, and renewed violence that disrupts project implementation and sequencing.","Political and Governance risks are High. A unique socio-political dynamic exists in Somalia within a contested political situation... Cooperation between FGS and FMSs remains an obstacle to achieving national priorities and ensuring a credible and peaceful election process. This risk can enter the project level with the potential for political stagnation, competition over scarce financial resources, and renewed violence.",0.78,P173315
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery",Displacement dynamics are central to beneficiary targeting; large IDP movements could complicate beneficiary identification and geographic prioritization that explicitly use IDP concentration as a criterion.,"To avoid the risk of elite capture, the SCRP seeks to exclusively benefit highly vulnerable groups... and IDPs... Specific indicators that would be assessed as part of the geographic targeting may include... number of IDPs...",0.74,P173315
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"Active insecurity may halt or delay works and service delivery, with explicit provisions to suspend activities, indicating potential implementation stoppages in insecure periods/locations.","The POM will include guidance to the PIU on when to suspend activities due to insecurity and how, through the PSC, the sequencing of activities can be revised to mitigate project risks.",0.76,P173315
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts","Operational access and monitoring may be constrained in remote, underserved locations affected by drought/flood impacts, potentially disrupting implementation and beneficiary engagement.",Challenges in access to beneficiaries and difficulty in monitoring - project locations are likely to be remote underserved areas with basic physical and community infrastructure and further devastated by drought and floods. Access to beneficiaries for meaningful stakeholder and community engagements as well as grievance redress and monitoring will be a challenge.,0.7,P173315
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"Constraints on safe movement and access can reduce the project’s ability to reach beneficiaries, conduct meaningful community engagement, and monitor harms and results—raising implementation and accountability risks.",Key social risks include: a) ensuring security for project operations and associated workers... d) poor access to beneficiaries for meaningful community engagements and difficulty in monitoring social harm,0.63,P173315
SOM-002,Humanitarian response funding shortfalls threaten interruption of lifesaving assistance,"The project’s operating context includes risks from shifts in aid flows and development support not materializing, which could disrupt coordination and sustained support needed to deliver results in a humanitarian-to-development transition.","Key macro risks include drought, or a livestock ban, commercial bank de- risking or the closure of correspondent banks, or a change in remittance or aid flows which finance both consumption and investment.",0.62,P173315
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"Insecurity (including Al-Shabaab) could disrupt delivery of cash transfers by restricting access to sites and creating direct threats at delivery points, affecting both operations and beneficiary safety.","Conflict and insecurity remain persistent challenges in Somalia and have, in the past, impeded delivery of drought relief services. Ensuring security for project operations (including the handling of cash) amid armed groups in a region with a recent history of relative lawlessness and the potential for increased conflict due to the drought, will remain a significant challenge. Delivery points cash transfers may be targeted by opportunistic armed actors including Al- Shabaab.",0.85,P171346
SOM-001,"Severe hunger and worsening food insecurity driven by drought, conflict, and aid cuts",The project’s core objective (cash transfers to protect food security/nutrition) is explicitly designed around anticipated drought-driven deterioration; worsening drought conditions could strain delivery and intended human-capital outcomes by increasing needs in targeted areas.,"“Another drought is now anticipated in mid-2019 due to failed or late rains, which is expected to further deteriorate food security and displacement.”",0.7,P171346
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","Population movements (including displacement/migration) may rapidly make beneficiary data inaccurate and change the actual beneficiary load, requiring repeated field verification and phased registration that can delay or disrupt delivery.",“the actual number of beneficiaries will be affected by migration patterns”,0.76,P171346
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The project depends on federal–state collaboration to develop/endorse national systems (targeting methodology, social registry). The PAD flags that institutional/governance arrangements across federal and state levels are nascent and require substantial policy dialogue, creating susceptibility to disruption if fragmentation intensifies.","“Nonetheless, the development of a formal SP system is still at a nascent stage, particularly in terms of institutional and governance arrangements at the federal and state levels… Therefore, substantial institutional capacity building and policy dialogue will be required between federal and state levels…”",0.76,P171346
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,The PAD explicitly flags high political instability risk—including around constitutional review and elections—as a factor that could slow or derail implementation and affect the institutional framework needed for delivery.,"Risk of political instability continues to be high and could slow or derail project implementation. Political economy risk will be heightened over the course of the project as consequential and high-level decisions will occupy the FGS’s agenda. The constitutional review process, the African Union Mission in Somalia transition and security sector reform, federal elections in 2020, and state-level elections each year toward and beyond 2020, as well as increased regulatory activity at the federal level will affect the emerging formal institutional framework and the informal networks currently providing space for reform.",0.85,P171346
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Implementation depends on clarifying and sustaining cooperation between the Federal Government and Federal Member States (including governance roles and PIU/focal-point arrangements), which could be disrupted if federal–state relations deteriorate.",Support to the above activities would be led by the FGS and would seek to reach an arrangement to define the role and working relationship between the FGS and its member states in delivering safety net programs. These would be undertaken through an inclusive dialogue to define the governance structure and roles between the federal and regional/state levels.,0.74,P171346
SOM-002,Humanitarian response funding shortfalls threaten interruption of lifesaving assistance,"The cash transfer support is time-bound initially, and the PAD states continued delivery depends on additional external financing; funding shortfalls could therefore disrupt continuity of transfers and undermine outcomes.","The FGS is seeking support from development partners, including IDA, for sustaining the delivery of the cash transfers beyond the first year.",0.76,P171346
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"Persistent conflict intensity may constrain field monitoring, stakeholder engagement, and grievance redress—key functions for verifying payments and managing social risks.","Security concerns and the remoteness of the project target areas combine to provide a significant challenge for monitoring and supervising project implementation. This can include challenges for community and stakeholder engagement, grievance redress and other risk mitigation protocols.",0.7,P171346
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"The project’s implementation model depends on functional cooperation between FGS and participating FMS/municipalities (including execution of Subsidiary Agreements, PIUs, and coordinated planning). The PAD describes a deep federal–state rift and prior suspension of formal ties, which could disrupt these governance and financing arrangements and delay or halt implementation in participating cities.",There has been a deepening rift between the federal government and the FMS with the States declaring a suspension of formal ties with the center in September 2018 over concerns with resource and power allocations within Somalia’s federal structure.,0.8,P170922
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Political contestation around elections is explicitly cited in the PAD as exacerbating federal–state tensions. This raises susceptibility of project decision-making and coordination mechanisms (e.g., steering/endorsement processes and intergovernmental cooperation for city participation and implementation) to disruption during politically sensitive periods.",These tensions were exacerbated in the lead up to the elections in South West State in December 2018 with allegations of the federal government’s interference and with the elections in Jubbaland in August 2019.,0.7,P170922
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"The PAD explicitly flags terrorist-attack security risks to project workers and communities, which could disrupt civil works implementation and stakeholder engagement in the target cities.","Anticipated social risks and impacts include: (i) land acquisition and physical and economic displacement; (ii) potential risks associated with labor and working conditions such as OHS risks, child labor, labor influx, and risks of sexual exploitation and abuse (SEA), sexual harassment (SH) and other forms of gender-based violence (GBV); (iii) potential exclusion of disadvantaged and vulnerable groups from project benefits; and (iv) potential risks of increased social tension in the community; and (v) security risks associated with terrorist attacks for stakeholders including project workers and the community.",0.85,P170922
SOM-003,"Large-scale displacement disrupts agriculture, markets, and aid delivery","The PAD explicitly states that urban investments can increase land values and trigger displacement of IDPs, which could disrupt sustained access to improved infrastructure for the intended vulnerable beneficiaries.","Any urban investments will result in increased land values, which can trigger displacement and further impoverish the already vulnerable IDPs.",0.86,P170922
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"Fragile FGS–FMS relations and governance fragmentation may disrupt multi-level project decision-making (e.g., allocations, city inclusion) and increase political interference/contestation around resources.","“Moreover, the political process, including the relationship between the FMS and the central FGS remains fragile. This risk can enter the project level with political competition over scarce financial resources.”",0.75,P170922
