risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Political Instability Preventing Effective Project Implementation,"The extraordinary political situation in Afghanistan has made effective project implementation impossible, leading to cancellation of trust fund financing and suspension of IDA grants.",high,persistent,The Afghanistan Reconstruction Trust Fund (ARTF) and Energy Sector Management Program (ESMP) trust fund were canceled because the project could not be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until the World Bank decides.,c5c8dade,P173775,Implementation Status and Results Report,2023-12-05T00:00:00.000Z
Governance Fragility Affecting Implementation Capacity,"Political and governance risks remain rated as High across all assessment periods, indicating persistent fragility in the government's ability to implement the project effectively.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Previous Rating: High, Current Rating: High",4177ab4b,P173775,Implementation Status and Results Report,2023-12-05T00:00:00.000Z
Institutional Capacity Collapse Under Conflict Conditions,"Institutional capacity for implementation and sustainability remains rated High risk, reflecting the breakdown of government systems under the current extraordinary situation.",high,persistent,"Risk Category: Institutional Capacity for Implementation and Sustainability - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",d7b95138,P173775,Implementation Status and Results Report,2023-12-05T00:00:00.000Z
Significant Reduction in Project Commitment Due to Political Crisis,"The Afghanistan operation commitment was substantially reduced from $113 million to $60 million, reflecting the impact of the political crisis on project viability.",high,worsening,"Also, the Afghanistan operation commitment of $113 million was reduced to $60 million.",73c35dc5,P173775,Implementation Status and Results Report,2023-12-05T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) and Energy Sector Management Program (ESMP) trust fund were canceled, and undisbursed IDA grants remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,persistent,The Afghanistan Reconstruction Trust Fund (ARTF) and Energy Sector Management Program (ESMP) trust fund were canceled because the project could not be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until the World Bank decides.,5dd8af1c,P173775,Implementation Status and Results Report,2023-12-01T00:00:00.000Z
Political and Governance Fragility Affecting Implementation,"Political and governance risks remain rated as High across all assessment periods, indicating persistent governance fragility that continues to constrain project implementation capacity.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Previous Rating: High, Current Rating: High",08fe9104,P173775,Implementation Status and Results Report,2023-12-01T00:00:00.000Z
Institutional Capacity Severely Compromised,"Institutional capacity for implementation and sustainability has been rated High risk (substantial at approval, escalated to High), indicating the implementing agency (Ministry of Public Health) faces severe constraints in executing project activities under the current political environment.",high,worsening,"Institutional Capacity for Implementation and Sustainability - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",7e48a52e,P173775,Implementation Status and Results Report,2023-12-01T00:00:00.000Z
Significant Reduction in Project Commitment Due to Implementation Challenges,"The Afghanistan operation commitment was reduced from $113 million to $60 million, reflecting the inability to effectively implement the full project scope under current extraordinary circumstances.",high,worsening,the Afghanistan operation commitment of $113 million was reduced to $60 million,5348332e,P173775,Implementation Status and Results Report,2023-12-01T00:00:00.000Z
Macroeconomic and Sector Policy Instability,"Macroeconomic and sector strategies/policies risks have escalated from Moderate at approval to High, indicating deteriorating economic conditions and policy environment affecting project viability.",high,worsening,"Macroeconomic - Rating at Approval: Moderate, Previous Rating: High, Current Rating: High; Sector Strategies and Policies - Rating at Approval: Moderate, Previous Rating: High, Current Rating: High",50367e1a,P173775,Implementation Status and Results Report,2023-12-01T00:00:00.000Z
Project suspension due to extraordinary political situation in Afghanistan,"The Afghanistan Reconstruction Trust Fund (ARTF) financing for the project has been canceled, and IDA grants remain suspended due to the current extraordinary situation in the country, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,7e72ceca,P168266,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
Political and governance instability affecting project implementation,"Political and governance risks are rated as High and persistent, directly constraining the project's ability to execute planned activities and achieve development objectives.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Previous Rating: High, Current Rating: High",2b7f627e,P168266,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
Uncertainty over project activities halting implementation progress,"Uncertainty regarding project activities in the current Afghanistan context has caused implementation delays and stalled progress on key components, with no relevant activities initiated.",high,persistent,"Progress is behind schedule, partly due to COVID-19 and uncertainty over project activities.",763e8ed1,P168266,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
Sector strategies and policies instability,"Sector strategies and policies risks remain rated as High, indicating fundamental instability in the policy environment necessary for digital payments and financial system integration.",high,persistent,"Risk Category: Sector Strategies and Policies - Rating at Approval: High, Previous Rating: High, Current Rating: High",2d8e4067,P168266,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) component was canceled and IDA grant disbursements remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,persistent,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank,3f347b86,P171886,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
High Political and Governance Risk Rating,"Political and governance risks remain rated as High at current assessment, indicating significant fragility in the operating environment that threatens project implementation.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Previous Rating: High, Current Rating: High",331ceaae,P171886,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
Severe Macroeconomic Instability,"Macroeconomic risks are rated High, reflecting broader economic fragility in Afghanistan that undermines the financial intermediation objectives and institutional capacity for implementation.",high,persistent,"Risk Category: Macroeconomic - Rating at Approval: High, Previous Rating: High, Current Rating: High",5e5079f4,P171886,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
High Sector Strategy and Policy Risk,"Sector strategies and policies are rated High risk, indicating instability in the financial sector policy environment that affects project implementation and sustainability.",high,persistent,"Risk Category: Sector Strategies and Policies - Rating at Approval: High, Previous Rating: High, Current Rating: High",5afcdf9c,P171886,Implementation Status and Results Report,2023-10-31T00:00:00.000Z
Project Implementation Suspended Due to Political Crisis,"The Afghanistan Reconstruction Trust Fund (ARTF) and Global Partnership for Education (GPE) funding have been cancelled, and IDA grants remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,new,The Afghanistan Reconstruction Trust Fund (ARTF) and the Global Partnership for Education (GPE) fund in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,8c7140b9,P159378,Implementation Status and Results Report,2023-06-16T00:00:00.000Z
Political and Governance Fragility Affecting Implementation,"Political and governance risks remain rated as High, indicating persistent fragility in the government's capacity to support project implementation.",high,persistent,Political and Governance [Risk Category Rating]: High [Current Rating],3ce26238,P159378,Implementation Status and Results Report,2023-06-16T00:00:00.000Z
Overall Risk Rating Elevated to High,"The overall implementation risk has been elevated to High, with 'Other' risk category also rated High, suggesting emerging or worsening FCV-related implementation challenges beyond standard fiduciary concerns.",high,worsening,Overall Risk Rating [Previous Rating]: High [Current Rating]: High; Other [Previous Rating]: Substantial [Current Rating]: High,8690cd46,P159378,Implementation Status and Results Report,2023-06-16T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) component was canceled and IDA grants remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,55e08e19,P166127,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Persistent High Political and Governance Risk,"Political and governance risk remains rated as High across all reporting periods, indicating ongoing fragility in the operating environment that constrains project implementation.",high,persistent,"Political and Governance [Risk Category Rating]: High [at Approval], High [Previous Rating], High [Current Rating]",9bbdca7d,P166127,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Severe Underperformance in Displaced Persons Integration,"The project has achieved zero progress on its core objective of integrating displaced persons, with no Afghan passports processed in Pakistan and zero IDP/returnee households receiving employment support against targets of 1.5 million passports and 10,000 households.",high,persistent,"The Afghan missions in Pakistan has not been able to process machine readable passports yet, since required equipment has not been procured... Of which IDP/Returnee households [Actual Current]: 0.00 [End Target]: 10,000.00",d675f393,P166127,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Inability to Deliver Civil Documentation Services to Refugee Population,"Zero passports have been issued to Afghan refugees in Pakistan despite a target of 1.5 million, with equipment procurement failures preventing the Afghan missions from processing machine-readable passports.",high,persistent,"Number of passports issued to Afghan refugees in Pakistan during the project implementation period [Actual Current]: 0.00 [End Target]: 1,500,000.00... The Afghan missions in Pakistan has not been able to process machine readable passports yet, since required equipment has not been procured.",ad26a191,P166127,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Stakeholder Engagement Risk Escalation,"Stakeholder risk rating has escalated from Substantial at approval to High in current rating, indicating deteriorating relationships with government authorities, Gozar assemblies, and Business Gozar assemblies.",high,worsening,"Stakeholders [Risk Category Rating]: Substantial [at Approval], High [Previous Rating], High [Current Rating]",82d91691,P166127,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
ARTF Cancellation Due to Extraordinary Political Situation,"The Afghanistan Reconstruction Trust Fund (ARTF) financing for the project was canceled, and IDA grants remain suspended due to the current extraordinary situation in Afghanistan, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,4a186ae6,P160619,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Political and Governance Fragility,"Political and governance risks remain rated as High, indicating significant instability affecting the implementing agency (Independent Directorate for Local Governance) and project execution capacity.",high,persistent,Risk Category Rating at Approval Previous Rating Current Rating Political and Governance High High High,6d54fef9,P160619,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Deteriorating Institutional Capacity for Implementation,"Institutional capacity for implementation has worsened from Substantial at approval to Moderate currently, reflecting declining ability of implementing agencies to execute project activities under the current political context.",high,worsening,Institutional Capacity for Implementation and Sustainability Substantial Moderate Moderate,0adfe072,P160619,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Deteriorating Fiduciary Risk Environment,"Fiduciary risk rating has worsened from Substantial at approval to Moderate currently, indicating increased concerns about financial management and accountability in the fragile governance environment.",high,worsening,Fiduciary Substantial Moderate Moderate,fde76655,P160619,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
Emerging Other Risks,"Other risks have escalated from Substantial at approval to High currently, suggesting new or emerging implementation challenges beyond standard project risks in the Afghan context.",high,worsening,Other Substantial High High,84365634,P160619,Implementation Status and Results Report,2023-06-14T00:00:00.000Z
ARTF Cancellation Due to Extraordinary Political Situation,"The Afghanistan Reconstruction Trust Fund (ARTF) component of the project was canceled because the project cannot be effectively implemented under the current extraordinary situation in Afghanistan, indicating severe political instability affecting project execution.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the Project was canceled based on the consideration that the Project cannot be effectively implemented under the current extraordinary situation in Afghanistan.,ea7bfb4c,P132944,Implementation Status and Results Report,2023-06-13T00:00:00.000Z
Political and Governance Risk Elevation,"Political and Governance risk category has been rated as High at current review, elevated from Substantial at approval, indicating deteriorating political conditions affecting project implementation.",high,worsening,"Political and Governance [Risk Category] Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",392eb5ae,P132944,Implementation Status and Results Report,2023-06-13T00:00:00.000Z
Institutional Capacity Constraints in Fragile Context,"Institutional Capacity for Implementation and Sustainability remains rated as High risk, reflecting ongoing challenges in the implementing agency's ability to execute the project effectively in Afghanistan's fragile governance environment.",high,persistent,"Institutional Capacity for Implementation and Sustainability [Risk Category] Rating at Approval: High, Previous Rating: High, Current Rating: High",ff79f96c,P132944,Implementation Status and Results Report,2023-06-13T00:00:00.000Z
ARTF Cancellation Due to Extraordinary Political Situation,"The Afghanistan Reconstruction Trust Fund (ARTF) portion of the project grant was canceled, and IDA grant disbursements remain suspended due to the current extraordinary situation in Afghanistan, directly impacting project implementation capacity.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) portion of the grant for the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grant under this project will remain suspended until a decision is made by the World Bank.,45c989ca,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Political and Governance Risk Elevation,"Political and Governance risk rating has remained at High level from project approval through current reporting, indicating persistent governance fragility affecting project implementation.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Previous Rating: High, Current Rating: High",d91d58d4,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Macroeconomic Risk Escalation,"Macroeconomic risk has escalated from Substantial at approval to High in previous and current ratings, reflecting deteriorating economic conditions affecting project viability.",high,worsening,"Risk Category: Macroeconomic - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",84061a39,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Sector Strategies and Policies Risk Elevation,"Sector Strategies and Policies risk has escalated from Substantial at approval to High in previous and current ratings, indicating instability in the policy environment.",high,worsening,"Risk Category: Sector Strategies and Policies - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",65ae0f4b,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Institutional Capacity Deterioration,"Institutional Capacity for Implementation and Sustainability risk has escalated from Moderate at approval to High in previous and current ratings, indicating weakening government capacity to implement the project.",high,worsening,"Risk Category: Institutional Capacity for Implementation and Sustainability - Rating at Approval: Moderate, Previous Rating: High, Current Rating: High",1912c10a,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Fiduciary Risk Escalation,"Fiduciary risk has escalated from Substantial at approval to High in previous and current ratings, reflecting governance and control concerns in the extraordinary situation.",high,worsening,"Risk Category: Fiduciary - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",369e7e04,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Stakeholder Risk Elevation,"Stakeholder risk has escalated from Substantial at approval to High in previous and current ratings, indicating tensions or challenges with development actors and beneficiary engagement.",high,worsening,"Risk Category: Stakeholders - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",5790d385,P164443,Implementation Status and Results Report,2022-11-29T00:00:00.000Z
Project Implementation Halted Due to Political Transition,"The project could not be effectively implemented following the Taliban takeover of Afghanistan on August 15, 2021. ARTF financing was cancelled and IDA grants remain suspended pending World Bank decision on project viability under the new political situation.",high,new,"Consequently, the Afghanistan Reconstruction Trust Fund (ARTF) financing in the project was canceled based on the consideration that the project could not be effectively implemented under the new extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.",10a26736,P159655,Implementation Status and Results Report,2022-11-08T00:00:00.000Z
Deterioration in Implementation Capacity Post-Political Transition,"Implementation progress deteriorated following the August 15, 2021 political transition, with the project unable to continue effective engagement with counterpart agencies (Ministry of Finance, National Procurement Authority, Supreme Audit Office) under the new governance structure.",high,worsening,"Despite some deterioration in the dynamics of results indicators following the MTR mission, the implementation continued to progress in all three counterpart agencies until August 15, 2021.",8b4ff4e4,P159655,Implementation Status and Results Report,2022-11-08T00:00:00.000Z
Governance and Political Instability Risk Remains High,"Political and Governance risk category remains rated as High at current assessment, reflecting ongoing fragility in the governance environment affecting project implementation.",high,persistent,Risk Category Rating at Approval Previous Rating Current Rating Political and Governance High High High,0a64f9c9,P159655,Implementation Status and Results Report,2022-11-08T00:00:00.000Z
Communication Limitations with Provincial Authorities,"Implementation of provincial budgeting policy has been affected by limitations in communication with provinces, constraining the ability to roll out reforms across provincial administrations.",medium,persistent,"However, the implementation of the policy was still affected by the limitations for communication with provinces.",7c56f47e,P159655,Implementation Status and Results Report,2022-11-08T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund was canceled and IDA grant disbursements suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund was canceled based on the consideration that the project could not be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank,f9002e38,P156894,Implementation Status and Results Report,2022-10-31T00:00:00.000Z
Political and Governance Fragility Affecting Implementation,"Political and governance risks are rated as High and have persisted since project approval, directly impacting the project's ability to achieve its development objectives.",high,persistent,"Political and Governance [Risk Category Rating]: High [at Approval], High [Previous Rating], High [Current Rating]",2e095be6,P156894,Implementation Status and Results Report,2022-10-31T00:00:00.000Z
Stakeholder Engagement Challenges,"Stakeholder risks are rated as High, indicating significant challenges in engaging with government agencies and other stakeholders necessary for project implementation.",high,persistent,"Stakeholders [Risk Category Rating]: High [at Approval], High [Previous Rating], High [Current Rating]",873a0e12,P156894,Implementation Status and Results Report,2022-10-31T00:00:00.000Z
Institutional Capacity Constraints for Implementation,"Institutional capacity for implementation and sustainability is rated as High, indicating that implementing agencies (ATRA, MCIT, Ministry of Finance) face significant challenges in executing project activities.",high,persistent,"Institutional Capacity for Implementation and Sustainability [Risk Category Rating]: High [at Approval], High [Previous Rating], High [Current Rating]",4c35fe4e,P156894,Implementation Status and Results Report,2022-10-31T00:00:00.000Z
Political and Governance Instability Affecting Project Implementation,"Political and governance risks remain at High level, indicating ongoing fragility in the operating environment that is constraining project progress and implementation capacity.",high,persistent,Political and Governance High High High,342af665,P145347,Implementation Status and Results Report,2022-10-26T00:00:00.000Z
Suspension of IDA Disbursements Due to Political/Governance Crisis,"IDA grant disbursements under the project have been suspended pending World Bank decision, likely reflecting deterioration in the political situation in Afghanistan that affects project viability.",high,worsening,Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,1201582d,P145347,Implementation Status and Results Report,2022-10-26T00:00:00.000Z
Deteriorating Macroeconomic Conditions Linked to Political Crisis,"Macroeconomic risk rating has escalated from Low at approval to High currently, reflecting economic instability associated with the political and governance fragility affecting Afghanistan.",high,worsening,Macroeconomic Low High High,5392b5e6,P145347,Implementation Status and Results Report,2022-10-26T00:00:00.000Z
Institutional Capacity Collapse for Project Implementation,"Institutional capacity for implementation has deteriorated from Substantial at approval to High risk currently, indicating the implementing agencies (Ministry of Public Works, Ministry of Transport) are unable to effectively execute the project due to governance fragility.",high,worsening,Institutional Capacity for Implementation and Sustainability Substantial High High,9e48539c,P145347,Implementation Status and Results Report,2022-10-26T00:00:00.000Z
Stakeholder Tensions and Engagement Challenges,"Stakeholder risk has escalated from Moderate at approval to High currently, suggesting increased tensions between government, development actors, and affected communities in the project area.",high,worsening,Stakeholders Moderate High High,3a280fd5,P145347,Implementation Status and Results Report,2022-10-26T00:00:00.000Z
ARTF Cancellation Due to Extraordinary Political Situation,"The Afghanistan Reconstruction Trust Fund (ARTF) component of the project was canceled because the project cannot be effectively implemented under the current extraordinary situation in Afghanistan, indicating severe political instability or conflict preventing normal project operations.",high,new,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan.,2737d9b6,P146184,Implementation Status and Results Report,2022-10-24T00:00:00.000Z
High Political and Governance Risk Rating,"Political and Governance risk category is rated as High, indicating significant fragility in the political environment and governance structures affecting project implementation sustainability.",high,persistent,Political and Governance -- High High,ad182802,P146184,Implementation Status and Results Report,2022-10-24T00:00:00.000Z
Security-driven work suspension affecting project implementation,"Construction and installation of four substations (Component 1) was halted due to security concerns, directly impacting project progress and timeline.",high,persistent,"The construction and installation of four substations with the total capacity of 40,000kVA under Component 1 was stopped from August 15, 2021 due to the security reason and is expected to be completed within 3 months when the work will be resumed.",ffea9b94,P162022,Implementation Status and Results Report,2022-10-23T00:00:00.000Z
Political and governance instability affecting project execution,"Political and governance risk rating remains 'High' at current assessment, indicating substantial fragility in the operating environment that constrains project implementation.",high,persistent,Political and Governance [Risk Category Rating] Current Rating: High,5f301613,P162022,Implementation Status and Results Report,2022-10-23T00:00:00.000Z
Suspension of IDA grant disbursements pending World Bank decision,"Undisbursed IDA grants remain suspended, indicating broader FCV-related concerns affecting the project's financial execution and implementation capacity.",high,persistent,Undisbursed IDA grants under this project will remain suspended until further decision is made by the World Bank.,f2faa08a,P162022,Implementation Status and Results Report,2022-10-23T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) component of the project was canceled, and IDA grant disbursements remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,ab4a2214,P166127,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Political and Governance Fragility Affecting Implementation,"Political and governance risks remain rated as High, indicating persistent fragility in the operating environment that constrains project execution and institutional capacity.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Previous Rating: High, Current Rating: High",c4e9c7e9,P166127,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Severe Underperformance in Displaced Persons Integration,"Zero progress on passport processing for Afghan refugees in Pakistan and zero IDP/returnee households reached with employment support, indicating inability to implement core FCV-related objectives targeting displaced populations.",high,persistent,"Percentage of Afghan Passport Applications in Pakistan Processed: Baseline 0.00, Actual (Current) 0.00, End Target 80.00... The Afghan missions in Pakistan has not been able to process machine readable passports yet, since required equipment has not been procured.",269d226c,P166127,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Inability to Serve IDP and Returnee Populations,"Of which IDP/Returnee households indicator shows zero achievement against a target of 10,000, indicating the project is failing to reach its core FCV-affected beneficiary population despite the project's explicit focus on displaced persons.",high,persistent,"Of which IDP/Returnee households (Number, Custom Breakdown) - Baseline 0.00, Actual (Current) 0.00, End Target 10,000.00",261a705e,P166127,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Macroeconomic Instability Constraining Project Viability,"Macroeconomic risk remains rated as High, indicating broader economic fragility in Afghanistan that undermines the project's ability to create employment opportunities and support market-enabling reforms.",high,persistent,"Risk Category: Macroeconomic - Rating at Approval: High, Previous Rating: High, Current Rating: High",c3f118a5,P166127,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Stakeholder Engagement Deterioration,"Stakeholder risk rating increased from Substantial to High, indicating worsening tensions or inability to maintain coordination with government authorities, Gozar assemblies, and other development actors in the FCV context.",high,worsening,"Risk Category: Stakeholders - Rating at Approval: Substantial, Previous Rating: High, Current Rating: High",3ff5b85a,P166127,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Project Implementation Suspension Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) and Global Partnership for Education (GPE) funding have been cancelled, and IDA grants remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) and the Global Partnership for Education (GPE) fund in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,3ff36599,P159378,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Political and Governance Fragility Affecting Implementation,"Political and governance risks remain rated as High, indicating persistent fragility in the government structures necessary for project implementation.",high,persistent,"Political and Governance [Risk Category Rating]: High [at Approval], High [Previous Rating], High [Current Rating]",302483dd,P159378,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Deteriorating Out-of-School Children Numbers in Conflict-Affected Provinces,"Out-of-school children in selected provinces have increased significantly from baseline (2,289,880 to 2,864,608), suggesting conflict and instability are driving children away from education, particularly girls (1,387,717 to 1,628,133).",high,worsening,"Out of school children in selected provinces [Baseline: 2,289,880, Actual (Current): 2,864,608]; out of school children in selected provinces, female [Baseline: 1,387,717, Actual (Current): 1,628,133]",3c968e4a,P159378,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Declining School Attendance in Conflict-Affected Provinces,"Students attending school regularly have declined from baseline (4,318,473 to 4,009,096), with female attendance also declining (1,616,799 to 1,468,720), indicating conflict and insecurity are disrupting education access.",high,worsening,"Students attending school regularly in selected provinces [Baseline: 4,318,473, Actual (Current): 4,009,096]; Students attending school regularly in selected provinces, female [Baseline: 1,616,799, Actual (Current): 1,468,720]",80a0ec85,P159378,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Stalled Teacher Training and Capacity Building Due to Instability,"Multiple teacher training and capacity-building indicators show zero progress (Early Grade Reading training: 0 of 20,000 target; Subject Teacher Training evaluation: no data collection), indicating conflict has halted critical education quality interventions.",high,worsening,"Grades 1 to 3 teachers and head masters trained in Early Grade Reading [Baseline: 0.00, Actual (Current): 0.00, End Target: 20,000.00]; Evaluation of Subject Teacher Training [Baseline: No data collection conducted, Actual (Current): No data collection conducted]",1e439eb2,P159378,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) component of the project was canceled, and IDA grant disbursements remain suspended due to the extraordinary political situation in Afghanistan, directly preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,856afa97,P160567,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
High Political and Governance Risk Rating,"Political and governance risks remain rated as High across all assessment periods (approval, previous, and current), indicating persistent fragility in the operating environment that affects project implementation.",high,persistent,"Political and Governance [Risk Category Rating]: High [at Approval], High [Previous Rating], High [Current Rating]",30e2fff3,P160567,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Fiduciary Risk Escalation,"Fiduciary risk rating has escalated from Substantial at approval to High in both previous and current ratings, likely reflecting governance fragility and implementation challenges in the conflict-affected environment.",high,worsening,"Fiduciary [Risk Category Rating]: Substantial [at Approval], High [Previous Rating], High [Current Rating]",8902e0a9,P160567,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Stakeholder Risk Escalation,"Stakeholder risk has increased from Moderate at approval to Substantial in both previous and current ratings, indicating growing tensions or challenges with stakeholder engagement in the fragile operating environment.",medium,worsening,"Stakeholders [Risk Category Rating]: Moderate [at Approval], Substantial [Previous Rating], Substantial [Current Rating]",2c5f771c,P160567,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Institutional Capacity Risk in Conflict-Affected Context,"Institutional capacity for implementation and sustainability remains rated as Substantial, reflecting challenges in strengthening government provincial and municipal abilities in an unstable governance environment.",medium,persistent,"Institutional Capacity for Implementation and Sustainability [Risk Category Rating]: Substantial [at Approval], Substantial [Previous Rating], Substantial [Current Rating]",eebb8c28,P160567,Implementation Status and Results Report,2022-10-21T00:00:00.000Z
Project Implementation Suspended Due to Political Instability,"The Afghanistan Reconstruction Trust Fund (ARTF) component of the project was canceled, and IDA grants remain suspended due to the extraordinary political situation in Afghanistan, preventing effective project implementation.",high,worsening,The Afghanistan Reconstruction Trust Fund (ARTF) in the project was canceled based on the consideration that the project cannot be effectively implemented under the current extraordinary situation in Afghanistan. Undisbursed IDA grants under this project will remain suspended until a decision is made by the World Bank.,b6eef8a3,P158768,Implementation Status and Results Report,2022-10-20T00:00:00.000Z
