risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Administrative Ambiguity and Implementation Modalities in Disputed Territories,"Unclear administrative responsibility in Sool and Sanaag regions ('Agreed Areas') is delaying finalization of implementation modalities. The project relies on third-party implementers due to lack of clarity on governance, creating implementation uncertainty and potential delays.",high,persistent,"in the Sool and Sanaag region, where there is a lack of clarity regarding administrative responsibility, defined as 'Agreed Areas' in the Financing Agreement, in reference to Sool and Sanaag; the Federal Government will contract third party implementers. The modalities for the implementation of project activities in the Sool and Sanaag regions are being discussed to finalize a clear way forward for implementation by both FGS NPCU and Somaliland PIU.",286540bd,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Governance Fragility and Staff Continuity in Federal Member States,"Frequent changes in government officials and evaluation committee members are disrupting project implementation. Recruitment challenges persist in South West and HirShabelle states, with staff turnover creating capacity gaps and implementation delays.",high,persistent,"Frequent changes in government officials and evaluation committee members, and/or lack of orientation /experience of the committee members...Director General Mohamed Shire of the Ministry of Planning, Economic, and Investment Cooperation...affirmed his government's commitment to achieving the Project Development Objectives. He stated that the Ministry would collaborate closely with the National Project Coordination Unit (NPCU) to address recruitment issues at the Federal Member States, including South West and HirShabelle.",27d5f6d6,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Weak Government Capacity and Coordination Affecting Implementation,"Material delays in payment processing, inadequate internal audit oversight, and weak controls in fixed asset management indicate governance and fiduciary weaknesses. These issues are compounded by slow progress on agreed action items and coordination challenges between government entities.",medium,persistent,"The latest FM supervision of the project highlighted material delays in payment processing, inadequate internal audit oversight, weak controls in management of fixed assets...The project was advised to improve on the budget absorption, improve the turnaround time for processing payments, tighten controls on workshop-related expenses to avoid possible ineligible expenditures, and ensure enhanced controls on imprests management.",5917a261,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Tensions Between Government and Development Actors on Implementation Modalities,"Disagreements between FGS NPCU and Somaliland PIU on implementation approaches in disputed areas are creating delays. Further clarifications were required from the Bank after the mission, indicating unresolved tensions on governance and implementation authority.",medium,persistent,"The modalities for the implementation of project activities in the Sool and Sanaag regions are being discussed to finalize a clear way forward for implementation by both FGS NPCU and Somaliland PIU...Subsequent to the mission, further clarifications were being sought by the Bank with FGS NPCU, to clarity the implementation modalities",60efe3ae,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Community Reluctance and Governance Issues Affecting Water Point Sustainability,"Communities are reluctant to pay tariffs for water maintenance despite initial agreements, indicating weak governance of community structures and potential conflict over cost-sharing arrangements. This threatens long-term sustainability of water infrastructure.",medium,persistent,"From the field mission in November, it was found that communities are reluctant to pay tariffs in practice even though this is discussed at a condition of the project in the community entry meeting and included in the MOU signed by the community and the district government...in Somaliland it has been found that communities are very reluctant to pay for surface water despite initial agreements.",6d15553c,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Security incidents disrupting project implementation,"Project implementation has been disrupted by security incidents, including bombings targeting the Federal Ministry of Education, Culture, and Higher Education, affecting project continuity and staff safety.",high,persistent,"the project was disrupted by delayed elections, prolonged budgetary approvals (January 2021 to June 30, 2022), and security incidents, including bombings targeting the Federal Ministry of Education, Culture, and Higher Education.",57fc144f,P172434,Aide Memoire,2025-01-17T12:05:03.000Z
Political instability affecting project implementation,Political instability and delayed elections have caused prolonged budgetary approval delays and disrupted project implementation timelines.,high,persistent,"the project was disrupted by delayed elections, prolonged budgetary approvals (January 2021 to June 30, 2022), and security incidents",5b22ee18,P172434,Aide Memoire,2025-01-17T12:05:03.000Z
Gender-based violence (GBV) risks in teacher training centers not adequately addressed,"The World Bank has not been able to verify whether social risks, particularly GBV risks, have been addressed in the teacher training component, and GBV service providers have not been contracted, creating safeguarding gaps.",high,persistent,"the mission has also not been able to ascertain whether the intended beneficiaries of this training have met their training goals, have the expected qualifications, and have been deployed into classrooms, as planned... Moreover, the mission has not been able to verify whether social risks, in particular GBV risks, have been addressed in this component.",c6805599,P172434,Aide Memoire,2025-01-17T12:05:03.000Z
Governance fragility and lack of institutional capacity affecting teacher training oversight,"Teacher training centers lack basic governance structures, administrative oversight, and reporting mechanisms, with staff resignations due to salary delays and absence of chain of command, indicating governance fragility.",high,worsening,Administrative staff and coaches at Hirshabelle TTC resigned after not receiving their salaries for a period of three and half months... There was no established chain of command to address challenges or report issues within the institution.,876e5797,P172434,Aide Memoire,2025-01-17T12:05:03.000Z
Tensions between World Bank and government over teacher training implementation,"Significant tensions have emerged between the World Bank and government regarding teacher training quality and accountability, leading to the World Bank's decision to discontinue support to Teacher Training Colleges and Trainers of Teachers due to lack of progress on key agreements and systematic reporting.",high,worsening,"the World Bank project will discontinue the current support to Teacher Training Colleges and Trainers of Teachers starting on January 1, 2025. This is due to a lack of progress on key agreements, lack of systematic reporting arrangements, and identified social risks.",31d2514e,P172434,Aide Memoire,2025-01-17T12:05:03.000Z
Governance challenges in project management affecting implementation,"Poor management practices at the Project Management Unit, including lack of reporting, late submissions of requests, and lack of progress on key activities, suggest governance fragility affecting project delivery.",medium,persistent,"Recent lack of progress cannot be traced to any external factors and suggests that one of the key factors is poor management practices at the PMU. This is evidenced by continued lack of reporting, late submissions of requests and lack of progress in key activities.",149e8de6,P172434,Aide Memoire,2025-01-17T12:05:03.000Z
Payment delays due to political/administrative tensions between FGS and Federal Member States,"Payment delays occurred in Garowe, Puntland for UNOPS, indicating tensions between federal and state-level authorities affecting project fund transfers and contractor payments.",medium,persistent,"The mission noted there was payment delay in Garowe, Puntland for UNOPS. This issue was resolved during the mission. For future payments, similar issue may arise. The team recommends for the government led by MPWRH to make an agreement with Puntland EAFS for way forward to ensure timely payment.",f8d6bb3b,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Security incidents affecting project implementation in Garowe,"A fatality incident occurred on a project site in Garowe, causing a 3-week work stoppage and requiring corrective and preventive actions, indicating security risks to project staff and workers.",high,persistent,"An incident that resulted in a fatality on site caused a stoppage of work for 3 weeks... promptly reported to the Bank, the fatality incident in Garowe and implemented all the corrective and preventive actions",4774e495,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Insecurity constraining equipment mobilization and contractor operations,"Road transportation of equipment is not possible due to insecurity, forcing contractors to airlifting heavy equipment at significant cost and delay, affecting project timelines.",high,persistent,"Road transportation of equipment is not possible due to insecurity and the Contractor experienced challenges in airlifting heavy equipment from Mogadishu. Two excavators were required for earthworks, but only one was available in March 2022, 7 months after the contract start date.",16b89d03,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Governance fragility affecting inter-governmental coordination and fund transfers,"Weak institutional capacity and coordination between FGS and FMS levels is impacting timely fund disbursement and project implementation, requiring new agreements and monthly check-ins to ensure payments.",medium,persistent,"The team recommends for the government led by MPWRH to make an agreement with Puntland EAFS for way forward to ensure timely payment. It was agreed during the mission that the PCU FM specialist will facilitate monthly check-in with each PIU FM specialist, to ensure timely submission of payments.",72aa67d1,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Limited government institutional presence constraining project oversight,"The project is operating in an environment with extreme FCV circumstances, including limited presence of government institutions and significant physical insecurity, affecting supervision and compliance.",high,persistent,"The implementation of ESCP is proceeding as planned despite the extreme FCV circumstances, including the limited presence of government institutions, significant physical insecurity, and the intensifying socio-economic impacts of climate change.",c2bab5e3,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Tension between government and development actors over data sharing and accountability,Delays in data sharing agreements between IOM and MPWRH on beneficiary information indicate governance tensions affecting project accountability and component closure.,medium,persistent,"IOM will provide clear timeline for data sharing with the MPWRH by using similar process as Baxnaano project by December 19, 2024. This will include agreement to have additional agreement with the MPWRH on data sharing.",cd68cb1f,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Displacement and land tenure insecurity affecting project implementation,Delays in securing land tenure documents required for latrine construction and issues with property access and compensation for displaced persons are affecting Component 4 implementation.,medium,persistent,"Key challenges include delays in de-duplication for MPCA with WFP, delays in securing land tenure documents required for latrine construction, and additional health and nutrition needs related to late 2023 flooding.",a11dec12,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Shelter design and structural safety issues in IDP settlements,Structural challenges with shelters in Baidoa IDP settlement (roofs being blown off) indicate safety risks to displaced populations and require urgent remedial action.,high,worsening,"The Mission was also informed that, following the incidents involving roofs being blown in the Barwaaqo IDP settlement site, IOM had agreed to address the issue with the contractor on the site and ensure that no harm befalls the residents of the site, who are going to inhabit the houses.",a2539ae1,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Conflict-related disruptions to project sites and operations,"Security incidents near project sites, including a terror attack in October 2022 close to Kismayo project site, pose ongoing risks to project staff and operations.",high,persistent,"The recent terror attack, which took place very close to the project site in October 2022, was not aimed at the PIU offices nor the project. Regardless, the PIU must remain vigilant and follow strict mitigation measures outlined in the SMP.",a85c54be,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Rapid urbanization and informal settlement pressures affecting project design,"Rapid urbanization around project areas (e.g., Hanano road in Baidoa) has created unplanned settlement patterns requiring design changes and additional infrastructure investments not originally planned.",medium,worsening,"The mission also noted the rapid urbanization of the area around Hanano road, which at the time of design in 2019 was considered peri urban. This has created the need for improved road drainage and junction geometry design and provision of streetlighting.",97253d0f,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
