risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Ferry Infrastructure Removal Funding Gap Blocking Construction Progress,"At Manowa site, the existing ferry winch and cable infrastructure are blocking the approach road construction. The Government has not provided funds to decommission and relocate this infrastructure, creating a bottleneck for project advancement.",high,persistent,"The outcome of this meeting with SLRA was that the funds required for the maintenance, decommission and relocation of the Manowa manual ferry and its associated support and anchor elements has not been received from the Government of Sierra Leone (GoSL).",53bfa8d4,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Community Land Acquisition Tensions at Bridge Sites,"At Gendema bridge site, three structures have been identified within the right-of-way and temporary access route, requiring land acquisition from community members. Ongoing engagement with community leaders and landowners is needed to prevent disputes.",medium,persistent,Continuous engagement with the Community Leader and owners of the affected lands for the acquisition of these lands for the construction of the new temporary access.,305bfd23,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Inadequate Environmental and Social Safeguards Monitoring at Construction Sites,"Multiple bridge sites lack adequate E&S staffing and reporting on critical environmental parameters (hydrology, water quality, air quality, noise). This creates compliance risks and potential community health and safety issues.",medium,persistent,"The mission noted that the Contractor's Environmental and Social Specialist was not present on site. However, daily activities are being managed by the Environment and Safety Officer. This absence of the specialist could potentially lead to gaps in the implementation and monitoring of environmental and social safeguards.",d97495ef,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Worker and Community Safety Risks from Unsafe Ferry Operations,"At Manowa site, communities are using non-motorized wooden canoes as temporary transport across the Moa River due to ferry grounding. This creates acute safety risks for workers and community members without proper safety equipment or training.",high,worsening,"The mission encourages the PCU to monitor the contractor to ensure the safety of these canoes, provide safety training, and distribute life jackets to both workers and community members.",26096251,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Financing Gap and Budget Uncertainty Threatening Project Closure,"The project has a financing gap of $10.944 million, with unclear accuracy of calculations. Government commitment to cover this gap is uncertain, creating risk that bridge construction will not be completed by the June 30, 2025 closing date.",high,worsening,"The financing gap estimated by the project is now $10.944m, $3.844m higher than the prior mission but it is not clear how accurate this calculation is because a) the completion of LOT 1 by 30 June 2025 is considered unlikely and any works after project closure would require alternate sources of finance (i.e., increasing the financing gap)",bdbdb130,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Weak institutional capacity and governance constraints in decentralized health structures,"District Health Management Teams (DHMTs) lack adequate systems, capacity, and accountability mechanisms for managing project resources and processes, limiting IHPAU's confidence in decentralizing funds and decisions. This governance fragility is hindering project implementation speed.",high,persistent,"Limited capacity of DHMT personnel and structures also limits the extent to which IHPAU wishes to confidently decentralize decisions, funds and responsibilities to DHMTs given risks of potential ineligible expenditures.",3f1b3fa6,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Lack of technical coordination and oversight at Ministry of Health level,"Despite high-level political support, the project has suffered from persistent lack of technical coordination and oversight at MoH level, evidenced by non-convening of required Steering Committee Meetings. This governance gap is affecting project implementation continuity.",high,persistent,"the project has continuously suffered from lack of technical coordination and oversight at MoH level. This has been documented in the two most recent missions, evidenced by the fact that the Steering Committee Meetings outlined in the project's Financial Agreements have not taken place.",47d0b91e,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Systemic health system governance and financing constraints,"Sierra Leone's health system is constrained by serious structural governance issues, very limited government health spending (less than 5% of government budget), and constrained fiscal space. These systemic governance and financing weaknesses directly affect project implementation effectiveness.",high,persistent,"The health system in Sierra Leone is constrained by serious structural issues across all health system pillars, which in turn affect effective and efficient project implementation. Challenges are particularly salient on...health financing with very limited government spending for the health sector (less than 5 percent of government spending) and a constrained fiscal space for resource mobilization, and governance.",7e5efec8,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Delayed implementation of Grievance Redress Mechanism affecting project legitimacy,"Persistent delays in establishing a functional Grievance Redress Mechanism (GRM) have resulted in downgrading of Environmental and Social Standards rating to Moderately Unsatisfactory. Grievances are currently being documented manually but not reported, undermining accountability and community trust.",medium,persistent,"the project is currently documenting, and tracking grievances manually but these are not being reported...the mission noted with concern the continued delays in actualizing the implementation of the approved GRM roadmap. These delays resulted in the downgrading of the E&S rating from Moderately Satisfactory to Moderately Unsatisfactory.",7fcf4174,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Weak partnership implementation capacity with international NGO,Partners in Health (PIH) lacks prior experience executing World Bank IPF projects and undertaking public procurement processes under WB rules. This capacity gap in the implementing partner is affecting project execution speed and quality.,medium,persistent,"prior to QEHSSSP, PIH had no experience in executing project under WB rules and regulations for IPF projects nor undertaking public procurement processes.",607d48fe,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Institutional Capacity and Coordination Gaps Affecting Project Implementation,"Technical Implementing Ministries and Agencies (TIMAs) are causing delays and bottlenecks in project implementation, with activities submitted for funding outside the Annual Work Plan. The Project Technical Committee lacks regular meetings and strategic coordination.",medium,persistent,The mission noted that implementation of the Project is challenging as technical implementing entities (MDA's) in most cases cause delays or bottlenecks to the implementation of project activities and submit those activities for funding outside of the Annual Work Plan.,51056d08,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Governance Fragility in Project Coordination and Fiduciary Management,"Significant delays in procurement, contract management, and payments to consultants and contractors are affecting project implementation. The Project Fiduciary Management Unit (PFMU) is not efficiently handling payments, creating implementation bottlenecks.",medium,persistent,"The mission noted significant delays in procurement/evaluation processes, contract management, payment to consultants, contractors and grant disbursements. The Project Coordinator should accelerate the procurement process and ensure that the PFMU is efficient in handling payments.",ba39d6ff,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Misuse of Grant Funds and Accountability Issues Among Beneficiaries,"Multiple SME grantees have misused project funds. While 5 out of 9 cases in Cohort 1 have been resolved, 3 remain unresolved and have been referred to the Ministry of Finance legal team. An additional case identified in Cohort 2 is still being addressed.",medium,persistent,These relate to identified case of the misuse of grant funds by some SMEs. The project however has successfully resolved 5 cases out the 9 SMEs in Cohort 1 which has been found wanting. An additional case has been identified amongst cohort 2 and the PCU continues to work with the service provider to resolve this case. Unresolved cases have been referred to the Ministry of Finance legal team for further action.,d97659d6,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Weak Occupational Health and Safety Compliance at Construction Sites,"Occupational Health and Safety (OHS) gaps observed at all three destination sites (Bureh Beach, Tacugama Chimpanzee Sanctuary, Leicester Peak), including workers not wearing appropriate PPE despite visible hazards. Environmental and Social Officers not consistently present at sites.",medium,persistent,"Some Occupational Health and Safety (OHS) gaps were observed at all three facilities, namely: Bureh Beach, Tacugama Chimpanzee Sanctuary and Leicester Peak",05ed387f,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Inadequate Sexual Exploitation and Abuse (SEA/SH) Service Provider Engagement,"The project has not formalized a relationship with a GBV/SEA/SH service provider. Discussions with RAINBO Initiatives stalled due to cost disagreements. This is particularly concerning given predominantly young, female food sellers at construction sites with low awareness of SEA/SH risks.",medium,persistent,"The project, has to date, not formalized a relationship with a GBV/SEA/SH service provider. The project had commenced discussion with RAINBO Initiatives – an NGO in Freetown which provides services to survivors of sexual exploitation, abuse, and sexual harassment. However, the discussion stalled due to disagreements on the cost of service.",31c82976,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Loss of Key Environmental Specialist Capacity at PCU,"The substantive Environmental Specialist at the Project Coordination Unit vacated their position in March 2024, creating a gap in environmental and social risk management oversight during critical construction phases.",medium,worsening,The Bank was informed that the substantive Environmental Specialist at the Project Coordination Unit (PCU) has vacated her position since March 2024.,0150b97f,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Unverified Sources of Construction Materials Raising Child Labor and Illegal Mining Concerns,"The project has not verified the source of construction materials (sand and quarry materials) being used by contractors. Materials could potentially be sourced from illegal or unaccredited sellers, including those mining from coastal lines and habitats or utilizing child labor.",medium,persistent,"The project, has to date, not verified the source of construction materials (sand and quarry materials) being used by contractors. This was a concern because the materials could potentially be sourced from illegal or unaccredited sellers including those mining from coastal lines and places of habitat or utilizing child labor.",3054829f,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Community Land Acquisition Delays Affecting Project Infrastructure,The project has not been successful in acquiring land from the community at Bureh Beach for construction of mechanized borehole and toilet facilities. This delays critical infrastructure and risks community tensions over project benefits.,low,persistent,"The Mission was informed that the project has, to date, not been successful in acquiring land from the community for the construction of a mechanized borehole and a toilet facility for the community.",63c1619d,P164212,Aide Memoire,2024-06-24T16:50:12.000Z
Political and Governance Risk Downgrade,"Political and Governance risk rating has improved from Substantial (at approval) to Moderate (current), suggesting some stabilization in the political environment. However, the risk remains at Moderate level, indicating ongoing governance fragility that could affect project implementation.",medium,improving,Political and Governance Substantial Moderate Moderate [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],2b464925,P164212,Implementation Status and Results Report,2024-06-24T16:35:14.000Z
Institutional Capacity Constraints at National Land Commission,"The National Land Commission is newly established with recent staff recruitment and commissioner appointments, creating potential implementation delays and capacity gaps for executing land administration reforms and managing complex stakeholder coordination.",medium,persistent,"The National Land Commission (NLC) has established its Board, recruited additional staff, and has appointed new Commissioners. The upcoming NLC strategy consultancy and annual project training plan will support the NLC's operationalization.",5e404eee,P177031,Implementation Status and Results Report,2024-04-10T00:00:00.000Z
Governance Coordination Challenges on Cadastral Mapping Roles,"Government indecision on the functional roles and responsibilities for cadastral mapping is delaying critical land information system design, requiring establishment of a transitional committee to resolve governance questions.",medium,persistent,"Draft LIS TORs are under review, pending decisions from government on the function of cadastral mapping. A transitional committee has been established to discuss the roles and responsibilities in this regard, which is required to design the LIS",228253c3,P177031,Implementation Status and Results Report,2024-04-10T00:00:00.000Z
Staffing Instability Affecting Project Procurement,"Resignation of the procurement specialist in October 2023 caused delays in critical project procurements, including digitization of land records, indicating potential governance and institutional capacity vulnerabilities.",medium,worsening,The readvertisement was delayed due to the resignation of the procurement specialist in October 2023.,359d563c,P177031,Implementation Status and Results Report,2024-04-10T00:00:00.000Z
Political and Governance Risk Elevation,"Political and governance risk has been downgraded from Substantial at approval to Moderate in current rating, but remains a concern affecting project implementation timelines and institutional capacity.",medium,improving,Political and Governance Substantial Moderate Moderate [Risk Category Rating at Approval / Previous Rating / Current Rating],7c43d78d,P164212,Implementation Status and Results Report,2023-12-21T00:00:00.000Z
Institutional Capacity Constraints Affecting Implementation,"Institutional capacity for implementation and sustainability remains a constraint, with multiple procurement delays and incomplete system implementations affecting project progress despite being rated as Low risk currently.",medium,persistent,Institutional Capacity for Implementation and Sustainability Substantial Low Low [Risk Category Rating at Approval / Previous Rating / Current Rating],af8b1d11,P164212,Implementation Status and Results Report,2023-12-21T00:00:00.000Z
Delayed Land Records Submission for Proposed Office Sites,"Submission of land records for proposed land office sites is delayed, creating potential obstacles to establishing government land administration infrastructure. This delay may reflect underlying land tenure disputes, governance challenges, or administrative fragility in securing necessary documentation.",medium,persistent,The submission of land records for the proposed sites is delayed and will be monitored.,6aa92a32,P177031,Implementation Status and Results Report,2023-09-25T00:00:00.000Z
Consultant Underperformance and Service Delivery Disruption,"A digital archive study consultant underperformed and had to be cancelled, requiring re-advertisement of scope. This reflects institutional capacity constraints and potential governance challenges in managing service providers, which could affect project implementation continuity.",medium,persistent,A digital archive study had to be cancelled due to underperformance of the consultant. The scope of work will be re-advertised in September 2023.,4ecc21e1,P177031,Implementation Status and Results Report,2023-09-25T00:00:00.000Z
Procurement Process Delays and Re-advertisement Requirements,"Multiple procurement activities have required re-advertisement (legal support EOI, digital archive study), indicating potential governance or administrative capacity issues in the procurement process that could delay critical project activities.",medium,persistent,An EOI for a firm to support this activity was published but had to be re-advertised.,d4b5af29,P177031,Implementation Status and Results Report,2023-09-25T00:00:00.000Z
