risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Political and Governance Instability Affecting Program Implementation,Political and governance risks remain elevated and are constraining program implementation capacity and coordination across federal and subnational levels.,high,persistent,Political and Governance High High High,b0a2e541,P504693,Implementation Status and Results Report,2025-06-24T13:05:29.000Z
Macroeconomic Instability Impacting Program Sustainability,Macroeconomic risks are rated high and pose ongoing threats to the program's financial sustainability and implementation continuity.,high,persistent,Macroeconomic High High High,5af0db7b,P504693,Implementation Status and Results Report,2025-06-24T13:05:29.000Z
Stakeholder Tensions and Coordination Challenges,"Substantial stakeholder risks persist, potentially affecting coordination between government, development actors, and implementing entities at federal and subnational levels.",medium,persistent,Stakeholders Substantial Substantial Substantial,c678ac47,P504693,Implementation Status and Results Report,2025-06-24T13:05:29.000Z
Political and Governance Risk Reduction,"Political and governance risk has improved from High at project approval to Moderate in current rating, indicating reduced but persistent governance fragility affecting implementation.",medium,improving,Political and Governance High Moderate Moderate [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],6aa4265a,P167156,Implementation Status and Results Report,2025-06-24T12:55:09.000Z
Institutional Capacity Constraints for Implementation,"Institutional capacity for implementation and sustainability remains at Moderate risk level, suggesting ongoing challenges with government and local health authority capacity to sustain project activities and manage health service delivery.",medium,persistent,Institutional Capacity for Implementation and Sustainability Substantial Moderate Moderate,af5d1c18,P167156,Implementation Status and Results Report,2025-06-24T12:55:09.000Z
Delayed Project Effectiveness and Disbursement Start,"Project became effective in February 2021 but actual disbursement did not start until December 2021, indicating governance and institutional delays in project operationalization that may reflect implementation capacity constraints.",low,persistent,"The project was approved in February 2020 and became effective on February 18, 2021, with actual disbursement starting in December 2021.",683845d0,P167156,Implementation Status and Results Report,2025-06-24T12:55:09.000Z
Political and Governance Instability Affecting Program Implementation,"Political and governance risks remain elevated and are constraining program effectiveness. The risk rating for Political and Governance has been maintained at 'High' at both approval and current assessment, indicating persistent structural governance challenges that could impede implementation of health service delivery across states.",high,persistent,Political and Governance High High,9ee2c208,P504693,Implementation Status and Results Report,2025-06-24T12:15:10.000Z
Macroeconomic Instability Threatening Program Sustainability,"Macroeconomic risks remain at 'High' level, which could undermine the government's ability to sustain program financing, meet counterpart funding obligations, and maintain health service delivery across the primary healthcare system.",high,persistent,Macroeconomic High High,b773e623,P504693,Implementation Status and Results Report,2025-06-24T12:15:10.000Z
Institutional Capacity Constraints for Implementation,"Institutional capacity for implementation has been downgraded from 'Substantial' at approval to 'Moderate' in the current assessment, indicating emerging concerns about the NPCU and implementing agencies' ability to execute the program effectively, particularly given the complexity of multi-state coordination.",medium,worsening,Institutional Capacity for Implementation and Sustainability Substantial Moderate,890847e7,P504693,Implementation Status and Results Report,2025-06-24T12:15:10.000Z
Political and Governance Risk Rated High at Approval,"The project faces high political and governance risks as assessed at approval, which may affect implementation capacity and government commitment to project objectives.",high,unclear,Political and Governance [Risk Category] Proposed Rating: High [at Approval Package - 26 Sep 2024],e08928a2,P179684,Implementation Status and Results Report,2025-06-24T11:46:36.000Z
Macroeconomic Risk Rated High at Approval,"High macroeconomic risk at project approval may constrain government financing, budget allocations, and sustainability of project activities in Nigeria's fragile economic context.",high,unclear,Macroeconomic [Risk Category] Proposed Rating: High [at Approval Package - 26 Sep 2024],70b5b9f2,P179684,Implementation Status and Results Report,2025-06-24T11:46:36.000Z
Project Implementation Stalled - Financing Agreement Not Yet Signed,"The project remains unsigned and ineffective as of December 24, 2024, over three months after approval, indicating potential governance or political obstacles to implementation initiation.",high,persistent,The project awaits signing of financing agreement and effectiveness.,a65e1283,P179684,Implementation Status and Results Report,2025-06-24T11:46:36.000Z
Security Issues Impacting Installation Progress,"Security issues are directly affecting project implementation progress, particularly for SCADA, EMS, and telecommunications systems installation work.",medium,persistent,"The delays are due to factors such as lack of outage approvals, manpower shortages, security issues, and vandalism.",637a61b7,P146330,Implementation Status and Results Report,2025-06-04T16:05:09.000Z
Vandalism Affecting Equipment and Infrastructure,"Vandalism is occurring on project assets, contributing to implementation delays and potential asset loss.",medium,persistent,"The delays are due to factors such as lack of outage approvals, manpower shortages, security issues, and vandalism.",9df5ada8,P146330,Implementation Status and Results Report,2025-06-04T16:05:09.000Z
Social Impact Leading to Project Scope Cancellation,"Unexpected social impact resulted in cancellation of thirteen transmission line segments, requiring project restructuring and scope reduction.",high,persistent,The proposed reconstruction and upgrade of the thirteen-line segment were canceled due to unexpected social impact.,bb4fea4e,P146330,Implementation Status and Results Report,2025-06-04T16:05:09.000Z
Barriers to Network Access Affecting Implementation,Barriers to accessing the transmission and distribution network are preventing contractors from completing installation work on critical infrastructure components.,medium,persistent,"The main challenges affecting progress include barriers to accessing the transmission and distribution network, insufficient mobile transformers, manpower shortages, poor coordination, and security issues.",7b95dea0,P146330,Implementation Status and Results Report,2025-06-04T16:05:09.000Z
Political Interference in Fund Management and Currency Conversion,"State governments are engaging in unauthorized transfers of project funds and instructing use of parallel market currency conversion, diverting gains to unknown accounts. This represents political interference in fiduciary management and potential misappropriation of development funds.",high,persistent,The Imo state government in late 2023 transferred project dollars out of the project accounts in Fidelity Bank without the knowledge of account signatories. While Kaduna State in circular date 2020 and 2023 instructed all World Bank projects in Kaduna State to be using parallel market to convert project dollars. The supposed gains are diverted to unknown account.,74e00223,P170734,Aide Memoire,2025-06-03T17:20:06.000Z
Governance Fragility and Lack of Political Buy-in from New Administrations,"New state administrations that took office in 2023 were not adequately briefed or involved in the program, leading to lack of buy-in, interest, and understanding of the PforR instrument. This governance gap has resulted in slow fund releases and low program execution.",high,persistent,"The new administrations that took office in 2023 were not adequately briefed or involved, leading to a lack of buy-in and interest, exacerbated by slow disbursements from the Program.",db48820a,P170734,Aide Memoire,2025-06-03T17:20:06.000Z
Bureaucratic Delays and Political Obstruction of Fund Flows,"Significant bureaucratic delays in state systems for approving cash flows and workplans are affecting implementation. Political interference is noted in fund management, with unauthorized transfers and instructions to use parallel market conversions.",high,persistent,"Significant bureaucratic delays are being noticed in state systems for approving cash flows and workplans, affecting implementation of program activities, achievement of results, and hence disbursements from the World Bank. Disbursement is low at 12 percent, with political interference noted, including unauthorized transfers and instructions to use the parallel market for conversion from dollars to naira.",794fe3bf,P170734,Aide Memoire,2025-06-03T17:20:06.000Z
Weak Stakeholder Engagement and Community Disconnect,"Insufficient engagement with key stakeholders, including local communities, civil society organizations, and private sector partners, has created a disconnect between program objectives and beneficiary needs. This was exacerbated after new administrations took office in 2023.",medium,persistent,"The engagement with key stakeholders, including local communities, civil society organizations, and private sector partners, was insufficient. This issue was exacerbated after the new administrations took office in 2023, as they were not adequately briefed or involved in the Program's initial stages.",9adda25c,P170734,Aide Memoire,2025-06-03T17:20:06.000Z
Coordination Gaps and Conflicting Messages from Federal Level,"Coordination gaps between federal and state agencies have led to inefficiencies and miscommunication. States reported receiving conflicting messages from the FPIU during implementation, which slowed them down.",medium,persistent,States complained with conflicting messages received during implementation from the FPIU which slowed them down.,fed10250,P170734,Aide Memoire,2025-06-03T17:20:06.000Z
Political and Governance Risk Escalation,"Political and governance risk rating has increased from Substantial at approval to High in the most recent assessment, indicating worsening political instability or governance fragility affecting project implementation.",high,worsening,Political and Governance Substantial High High [Risk Category Rating at Approval vs Last Approved Rating RP Seq. 01],a3ab8ba0,P170734,Implementation Status and Results Report,2025-06-03T13:35:21.000Z
State-Level Decision-Maker Capacity and Understanding Constraints,"Lack of understanding of the Program-for-Results instrument among state-level decision-makers has delayed budget allocations and program execution, suggesting governance fragility and institutional capacity challenges at the state level that impede implementation.",high,persistent,The Mid-Term Review (MTR) conducted in late 2024 identified delays in budget allocations and program execution due to a lack of understanding of the Program-for-Results (PforR) instrument among state-level decision-makers.,d71a4df4,P170734,Implementation Status and Results Report,2025-06-03T13:35:21.000Z
Fiduciary Risk Elevation,"Fiduciary risk rating has increased from Substantial at approval to High in the most recent assessment, indicating worsening financial management and governance risks that could affect fund flows and implementation.",high,worsening,Fiduciary Substantial High High [Risk Category Rating at Approval vs Last Approved Rating RP Seq. 01],3eacf944,P170734,Implementation Status and Results Report,2025-06-03T13:35:21.000Z
Political and Governance Fragility Affecting State-Level Implementation,The program depends on coordination between federal and state governments across 36+ states with varying governance capacity and political stability. The substantial political and governance risk rating indicates ongoing fragility that could impede state-level reforms and fund transfers.,high,persistent,Political and Governance Substantial Substantial Substantial,e04cdb42,P177442,Implementation Status and Results Report,2025-06-01T17:45:45.000Z
Delays in Federal-State Fund Transfer Mechanisms,"The program requires timely transfer of funds from federal to participating states within 14-day service standards. Governance fragility and institutional capacity constraints may disrupt these transfers, affecting state ability to implement DLIs.",medium,unclear,Timely transfer of Program funds from the federal to the participating states towards achievement of DLIs... States' share of funds received in the Special Fund Account (part of TSA) at the federal level are transferred to the States' accounts within 14 days.,403a06fd,P177442,Implementation Status and Results Report,2025-06-01T17:45:45.000Z
Institutional Capacity Constraints in State Implementation,"High institutional capacity risk rating reflects weak implementation capacity across participating states, which may be exacerbated by governance fragility and could undermine achievement of DLIs and program objectives.",high,persistent,Institutional Capacity for Implementation and Sustainability High High High,717d5ee6,P177442,Implementation Status and Results Report,2025-06-01T17:45:45.000Z
Sector Strategy and Policy Instability,"Substantial sector strategies and policies risk rating indicates potential instability in the business-enabling reform agenda across states, which could be driven by political changes or governance shifts affecting program sustainability.",medium,persistent,Sector Strategies and Policies Substantial Substantial Substantial,c9427afe,P177442,Implementation Status and Results Report,2025-06-01T17:45:45.000Z
Political and Governance Risk Elevation,"Political and Governance risk category has been rated as 'High' at project approval and remains 'High' in the current assessment, indicating persistent governance fragility concerns affecting project implementation in Nigeria.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Last Approved Rating (ISR Seq. 07 - 29 Mar 2024): High",bf9fb931,P167183,Implementation Status and Results Report,2025-05-31T06:26:58.000Z
Macroeconomic Instability Impact,"Macroeconomic risk has been rated as 'Substantial' at approval and remains 'High' in current assessment, indicating persistent economic fragility that may constrain project implementation and sustainability.",high,persistent,"Risk Category: Macroeconomic - Rating at Approval: Substantial, Last Approved Rating (ISR Seq. 07 - 29 Mar 2024): High",87c6da91,P167183,Implementation Status and Results Report,2025-05-31T06:26:58.000Z
Institutional Capacity Constraints for Implementation,"Institutional Capacity for Implementation and Sustainability was rated 'High' at approval and remains 'Moderate' in current assessment, indicating ongoing institutional fragility affecting NIMC's ability to sustain project gains.",medium,improving,"Risk Category: Institutional Capacity for Implementation and Sustainability - Rating at Approval: High, Last Approved Rating (ISR Seq. 07 - 29 Mar 2024): Moderate",86d867ed,P167183,Implementation Status and Results Report,2025-05-31T06:26:58.000Z
Political and Governance Risk Affecting Implementation,"The project faces a High political and governance risk rating that persists from approval through current implementation. This risk category is rated High in the Systematic Operations Risk-Rating Tool and may constrain the ability of government agencies (FIRS, NCS, FMF) to implement reforms and maintain political commitment to revenue mobilization objectives.",high,persistent,Political and Governance High High,db293147,P177308,Implementation Status and Results Report,2025-05-29T12:20:21.000Z
Stakeholder Engagement and Social Tensions,"The project carries a Substantial stakeholder risk rating. Delayed implementation of the citizens engagement strategy (4 months after effectiveness) and the need to develop reform communications suggest potential tensions between government revenue reforms and public acceptance, particularly given the sensitivity of tax and excise increases on 'sin goods' and green taxes.",medium,persistent,Stakeholders Substantial Substantial,f7f92bb1,P177308,Implementation Status and Results Report,2025-05-29T12:20:21.000Z
Political and Governance Risk - Substantial Rating Maintained,"Political and governance risks remain at Substantial level throughout project implementation, indicating persistent fragility in the operating environment that could affect project delivery and sustainability of landscape management initiatives.",high,persistent,"Political and Governance [Risk Rating] Substantial [at Approval], Substantial [Last Approved Rating ISR Seq. 04 - 06 May 2024]",c72b0fb4,P175237,Implementation Status and Results Report,2025-05-29T11:31:25.000Z
Institutional Capacity Constraints in Northern Nigeria Context,"Substantial institutional capacity risks persist despite project implementation, reflecting challenges in implementing agencies' ability to sustain landscape management coordination mechanisms and project management standards in a fragile governance environment.",high,persistent,"Institutional Capacity for Implementation and Sustainability [Risk Rating] Substantial [at Approval], Substantial [Last Approved Rating]",044e2d29,P175237,Implementation Status and Results Report,2025-05-29T11:31:25.000Z
Fiduciary Risk Elevation in High-Risk Operating Environment,"Fiduciary risk has been elevated to High, indicating increased vulnerability to governance and financial management challenges in the context of implementing large-scale disbursements ($251 million) across multiple states in northern Nigeria's fragile environment.",high,worsening,"Fiduciary [Risk Rating] Substantial [at Approval], High [Last Approved Rating ISR Seq. 04 - 06 May 2024]",5ece4c15,P175237,Implementation Status and Results Report,2025-05-29T11:31:25.000Z
Environment and Social Stakeholder Risk Elevation,"Environment and Social Stakeholder risks have escalated to High, suggesting emerging tensions or challenges in managing stakeholder engagement and social dynamics in project implementation areas, potentially linked to resource competition or displacement concerns in semi-arid landscapes.",high,worsening,"Environment and Social Stakeholders [Risk Rating] Substantial [at Approval], High [Last Approved Rating ISR Seq. 04 - 06 May 2024]",971ee2b2,P175237,Implementation Status and Results Report,2025-05-29T11:31:25.000Z
Farmer-Herder Conflict Incidence Stagnation,"The indicator measuring reduced incidence of resource-based farmer-herder conflicts shows no improvement, remaining at 10% baseline through June 2024, despite the project's explicit Crisis Prevention and Conflict Mitigation component (Component 3, $100M). This suggests conflict dynamics are persisting and the project's conflict mitigation interventions are not yet achieving measurable impact.",high,persistent,"Reduced incidence of resource-based farmer-herder conflicts (Percentage) - Baseline Value: 10.00 Dec/2021, Actual (Current): 10.00 10-Jun-2024, Closing Period Value: 7.00 Dec/2027",5ccd6d32,P160865,Implementation Status and Results Report,2025-05-25T20:35:55.000Z
Slow Operationalization of Conflict Mediation Platforms,"Only 9 out of 22 planned conflict mediation platforms have been established and made operational as of June 2024, indicating slow progress in building institutional mechanisms for conflict resolution in livestock-related disputes. This delays the project's ability to address farmer-herder tensions.",medium,worsening,"Number of conflict mediation platforms established and operational (Number) - Baseline: 0.00 Dec/2021, Actual (Current): 9 10-Jun-2024, Closing Period: 22.00 Mar/2028",61066817,P160865,Implementation Status and Results Report,2025-05-25T20:35:55.000Z
Delayed Implementation of Livestock Service Centers in Conflict-Prone States,"The establishment of 2 Livestock Service Centers (LSCs) in Kano and Bauchi States is marked as 'Off-track' with zero disbursements as of June 2024, despite $19.5M allocated. These states are critical for conflict mitigation given their farmer-herder tensions. Delays in establishing these centers undermine the project's ability to provide neutral ground for livestock services and conflict prevention.",high,worsening,"Establishment of 2 Livestock Service Centers (LSCs) in Kano and Bauchi States (Text) - Off-track, Allocated Amount: 0.00 10-Jun-2024, PBC allocation: 19,500,000.00",0b0db42a,P160865,Implementation Status and Results Report,2025-05-25T20:35:55.000Z
Incomplete Mobility Agreements for Herder Movement,"Zero percent of targeted states have developed and adopted agreements to facilitate herder mobility as of June 2024, with a target of 60% by project closing. These agreements are critical for reducing resource-based conflicts by clarifying herding rights and routes. Their absence leaves a key conflict prevention mechanism unaddressed.",high,persistent,"Share of targeted states having developed and adopted agreements to facilitate mobility (Percentage) - Baseline: 0.00 Dec/2021, Actual (Current): 0.00 10-Jun-2024, Closing Period: 60.00 Dec/2027",8c4e2f01,P160865,Implementation Status and Results Report,2025-05-25T20:35:55.000Z
Inadequate Stock Route Protection Against Encroachment,"No stock routes have been protected from encroachment as of June 2024, despite a target of 2,000 kilometers by project closing. Encroachment on traditional grazing routes is a primary driver of farmer-herder conflicts in Nigeria. The absence of progress on this indicator suggests vulnerability to escalating land-use tensions.",high,persistent,"Length of stock routes protected from encroachment (Kilometers) - Baseline: 0.00 Dec/2021, Actual (Current): 0.00 10-Jun-2024, Closing Period: 2,000.00 Dec/2027",284af7e3,P160865,Implementation Status and Results Report,2025-05-25T20:35:55.000Z
Political and Governance Risk Remains High,Political and governance risk is rated as High and has remained at this level since project approval. This elevated risk category suggests ongoing political instability or governance fragility that could affect project implementation.,high,persistent,Risk Category Rating at Approval Approval Package - 14 Dec 2023: Political and Governance High; Last Approved Rating ISR Seq. 02 - 31 Oct 2024: Political and Governance High; Proposed Rating: Political and Governance High,cf755840,P179687,Implementation Status and Results Report,2025-05-01T17:45:06.000Z
Macroeconomic Risk Remains High,"Macroeconomic risk is rated as High and has persisted since project approval through the current reporting period. This elevated risk could impact project financing, private sector participation, and implementation timelines.",high,persistent,Risk Category Rating at Approval Approval Package - 14 Dec 2023: Macroeconomic High; Last Approved Rating ISR Seq. 02 - 31 Oct 2024: Macroeconomic High; Proposed Rating: Macroeconomic High,092a2ddf,P179687,Implementation Status and Results Report,2025-05-01T17:45:06.000Z
Political and Governance Risk Remains High,Political and governance risk is rated as High and has remained at this level since project approval. This elevated risk category suggests ongoing political instability or governance fragility that could affect project implementation.,high,persistent,Risk Category Rating at Approval Approval Package - 14 Dec 2023: Political and Governance High; Last Approved Rating ISR Seq. 02 - 31 Oct 2024: Political and Governance High; Proposed Rating: Political and Governance High,9eb87639,P179687,Implementation Status and Results Report,2025-05-01T17:40:08.000Z
Macroeconomic Risk Remains High,"Macroeconomic risk is rated as High and has persisted since project approval through the current reporting period. This elevated risk could impact project financing, private sector participation, and implementation timelines.",high,persistent,Risk Category Rating at Approval Approval Package - 14 Dec 2023: Macroeconomic High; Last Approved Rating ISR Seq. 02 - 31 Oct 2024: Macroeconomic High; Proposed Rating: Macroeconomic High,6c418c6b,P179687,Implementation Status and Results Report,2025-05-01T17:40:08.000Z
Political and Governance Fragility Affecting Implementation,The project faces substantial political and governance risks that could impede implementation timelines and institutional coordination across federal and state levels.,high,persistent,Political and Governance [Risk Category Rating at Approval] Substantial,68580d09,P180640,Implementation Status and Results Report,2025-03-21T13:45:05.000Z
Institutional Capacity Constraints in Fragile Governance Context,"Substantial institutional capacity risks are present for implementation and sustainability, particularly relevant given Nigeria's governance fragility and the need to establish new Rural Roads Directorate and state-level Rural Access Road Agencies.",high,persistent,Institutional Capacity for Implementation and Sustainability [Risk Category Rating at Approval] Substantial,a7f631a4,P180640,Implementation Status and Results Report,2025-03-21T13:45:05.000Z
Macroeconomic Instability Threatening Project Viability,"Substantial macroeconomic risks are rated at approval, which could affect government counterpart funding, currency stability, and project cost escalation in Nigeria's volatile economic environment.",high,persistent,Macroeconomic [Risk Category Rating at Approval] Substantial,a7e9b19f,P180640,Implementation Status and Results Report,2025-03-21T13:45:05.000Z
Sector Policy Instability Impacting Rural Road Strategy,"Sector strategies and policies carry substantial risk ratings, potentially affecting the sustainability of rural road sector reforms and institutional arrangements being established under the project.",high,persistent,Sector Strategies and Policies [Risk Category Rating at Approval] Substantial,7e47324d,P180640,Implementation Status and Results Report,2025-03-21T13:45:05.000Z
Political and Governance Fragility Affecting Implementation,"The project faces substantial political and governance risks that could impede implementation timelines and institutional coordination, particularly given Nigeria's complex federal-state governance dynamics and the need for multi-level institutional reforms.",high,persistent,Political and Governance [Risk Category Rating at Approval] Substantial,b6fb7d5a,P180640,Implementation Status and Results Report,2025-03-21T13:40:09.000Z
Institutional Capacity Constraints in Fragile Governance Context,"Substantial institutional capacity risks exist for implementing the project, including establishment of new Rural Roads Directorate under NADF and operationalization of Rural Access Road Agencies (RARAs) across participating states, which may be vulnerable to governance fragility.",high,persistent,Institutional Capacity for Implementation and Sustainability [Risk Category Rating at Approval] Substantial,0401e5f0,P180640,Implementation Status and Results Report,2025-03-21T13:40:09.000Z
Macroeconomic Instability Threatening Project Sustainability,"Substantial macroeconomic risks are rated at approval, which could affect government counterpart funding, staff retention, and the sustainability of institutional reforms required for rural road management and climate resilience initiatives.",high,persistent,Macroeconomic [Risk Category Rating at Approval] Substantial,246e5dc3,P180640,Implementation Status and Results Report,2025-03-21T13:40:09.000Z
Sector Policy Volatility in Rural Development,"Sector strategies and policies carry substantial risk ratings, potentially affecting the enabling environment for rural access improvements and agricultural marketing linkages that depend on stable policy frameworks.",high,persistent,Sector Strategies and Policies [Risk Category Rating at Approval] Substantial,ca97852e,P180640,Implementation Status and Results Report,2025-03-21T13:40:09.000Z
Political and Governance Instability Affecting Implementation,"The project faces substantial political and governance risks that are persisting throughout implementation. The SORT tool maintains a 'Substantial' rating for Political and Governance across all review periods, indicating ongoing fragility in the operating environment that could impede project execution.",high,persistent,"Political and Governance Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating ISR Seq. 02, Proposed Rating]",88360ea5,P179447,Implementation Status and Results Report,2025-03-14T16:25:20.000Z
Delayed Project Implementation Due to Governance Constraints,"The project experienced significant delays in commencing implementation activities. Despite Board approval in June 2023 and effectiveness in June 2024, federal and state-level implementation activities were not scheduled to commence until January 2025, suggesting governance-related bottlenecks in project startup.",medium,worsening,"The project was declared effective on June 12, 2024. The project will commence federal and state project-level implementation activities January 2025.",0f290685,P179447,Implementation Status and Results Report,2025-03-14T16:25:20.000Z
Institutional Capacity Constraints in Implementing Agency,"While rated as 'Moderate' rather than 'Substantial,' the Federal Ministry of Women Affairs faces institutional capacity challenges for implementation and sustainability that could be exacerbated by Nigeria's fragile governance environment, affecting the ability to execute project activities at scale.",medium,persistent,Institutional Capacity for Implementation and Sustainability Moderate Moderate Moderate [SORT Risk Category ratings across all periods],14a3d764,P179447,Implementation Status and Results Report,2025-03-14T16:25:20.000Z
Political and Governance Instability Affecting Project Implementation,"The project operates in northern Nigeria where political instability and governance fragility persist as substantial risks to implementation. The SORT tool maintains a 'Substantial' rating for Political and Governance risk, indicating ongoing concerns about the stability of the operating environment and government capacity to support project activities.",high,persistent,Political and Governance Substantial Substantial Substantial,cd6d4db2,P175237,Implementation Status and Results Report,2025-03-12T21:39:25.000Z
High Environmental and Social Risk from Conflict-Affected Regions,"The project faces elevated Environmental and Social risks rated as 'High' across all review periods. In northern Nigeria's semi-arid regions affected by conflict and displacement pressures, these risks likely include tensions between development interventions and security dynamics, as well as challenges in reaching vulnerable populations in conflict-affected areas.",high,persistent,Environment and Social High High High,9c7e83bf,P175237,Implementation Status and Results Report,2025-03-12T21:39:25.000Z
Other Unspecified High Risks in Project Operating Environment,"The SORT tool identifies an 'Other' risk category rated as 'High' across all review periods, which in the context of northern Nigeria likely encompasses FCV-related factors such as insecurity, displacement, or tensions affecting project implementation that do not fit standard risk categories.",high,persistent,Other High High High,f3c0f534,P175237,Implementation Status and Results Report,2025-03-12T21:39:25.000Z
Political and Governance Instability Affecting Power Sector Reform Implementation,"The project faces persistent high political and governance risks that constrain implementation of critical power sector reforms. The systematic operations risk rating tool identifies 'Political and Governance' as 'High' across all assessment periods, indicating ongoing fragility in the institutional and political environment necessary for reform execution.",high,persistent,Risk Category Rating at Approval Approval Package - 23 Jun 2020 Last Approved Rating ISR Seq. 07 - 21 Jun 2024 Proposed Rating Political and Governance High High High,38c8397e,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Governance Fragility Impeding Regulatory Capacity and Institutional Coordination,"Delays in establishing regulatory capacity and inter-agency coordination mechanisms reflect governance fragility. Multiple critical actions related to NERC's regulatory capacity assessment and stakeholder engagement guidelines remain delayed, indicating weak institutional coordination among government agencies (FMoP, NERC, BPE, NBET, TCN).",high,persistent,"Assessment of NERC's regulatory capacity, from organizational structure and HR perspective and design of a capacity building program... Delayed... Discussions with NERC are in progress. [and] Preparation of guidelines and manual for mainstreaming stakeholder engagement process and integrating environmental, health and safety issues into the implementation of the Program... Delayed... Timeline and status to be updated during restructuring of the project.",aae5c297,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Governance Capacity Constraints Limiting Project Restructuring and Implementation Momentum,"The project requires restructuring and has experienced limited implementation activity in recent months, reflecting governance capacity constraints. Multiple action items note that 'the project needs to be restructured and there has been limited amount of activities going on in the past few months,' indicating institutional weakness in driving reform implementation.",high,worsening,"While the project effectiveness has been reached, the project needs to be restructured and there has been limited amount of activities going on in the past few months. The timeline of these actions will need to be revised during restructuring of the project.",35763588,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Macroeconomic Instability Affecting Fiscal Sustainability of Power Sector Reforms,"Macroeconomic risks have escalated from 'Substantial' to 'Substantial' (with previous rating of 'High' at approval), indicating persistent fiscal pressures. The inability to fully fund tariff shortfalls and the growing gap between approved financing plans and actual funding undermine the fiscal sustainability objective of the operation.",high,persistent,"Risk Category: Macroeconomic Rating at Approval: High Last Approved Rating ISR Seq. 07: Substantial Proposed Rating: Substantial [and] The 2024 PSRP Financing Plan was approved and shared with the Bank on December 16, 2024. However, the approved FP did not fully meet DLR#G2.5.",25ae8855,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Institutional Fragility in Regulatory Oversight and Enforcement Mechanisms,"Weak institutional capacity for regulatory enforcement is evident in the inability to achieve key performance targets. NERC's capacity to enforce payment discipline on DISCOs and monitor PIP implementation remains constrained, with DISCOs' payment obligations falling below required thresholds (76.6% vs. 81% target).",high,persistent,"The IVA confirmed that 76.6% of DISCOs' aggregate Q4, 2021 and Q1-Q3, 2022 Minimum Remittance Obligation(MRO) is paid to NBET and to TCN by January 1, 2023, which is below the threshold of 81%.",c35b37be,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Governance Fragility in Sector Planning and Coordination,"The absence of an approved Least Cost Power Development Plan (LCDP) reflects governance fragility in sector-wide coordination. The power system 'operates without the benefit of any type of industry-wide accepted Least Cost Development Plan (LCDP), with each part of the power value chain being planned in relative isolation,' indicating weak inter-agency governance.",high,persistent,"The Nigerian power system operates without the benefit of any type of industry-wide accepted Least Cost Development Plan (LCDP), with each part of the power value chain being planned in relative isolation.",d30ed16a,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Institutional Capacity Gaps in Transmission System Unbundling and ISO Establishment,"Delays in establishing an independent system operator reflect governance and institutional capacity constraints. NERC and TCN remain 'at final stages of unbundling' despite this being a critical structural reform, indicating slow progress in institutional restructuring necessary for sector governance.",medium,persistent,NERC and TCN are at final stages of unbundling of TCN to Transmission Service Provider (TSP) and Independent System Operator (ISO).,243691a4,P164001,Implementation Status and Results Report,2025-03-05T00:30:05.000Z
Social Impact-Driven Project Scope Cancellation,"A significant portion of the transmission line rehabilitation component (thirteen-line segment) was cancelled due to unexpected social impact, reducing project scope and affecting PDO achievement timeline.",high,persistent,The proposed reconstruction and upgrade of the thirteen-line segment were canceled due to unexpected social impact.,35817701,P146330,Implementation Status and Results Report,2025-03-05T00:05:08.000Z
Political and Governance Fragility Affecting Implementation,"Political and Governance risk category remains at Moderate level, indicating ongoing governance fragility that could impact project execution and sustainability of transmission network improvements.",medium,persistent,Political and Governance [Risk Category Rating] Substantial [at Approval] Moderate [Last Approved Rating] Moderate [Proposed Rating],9d865b1d,P146330,Implementation Status and Results Report,2025-03-05T00:05:08.000Z
Insecurity affecting implementation in Katsina State,"Katsina State is experiencing security challenges that are impacting project implementation activities, particularly teacher deployment and school operations in the state.",high,persistent,"The deployment of newly recruited teachers to rural schools and urban schools with high pupil-teacher ratios has also been initiated in the OAK states. Under RA 3(Strengthening accountability for results), a teacher deployment and redeployment policy was developed and approved by the Executive Governors of the OAK states... 1,880 and 120 teachers have been redeployed in Katsina and Oyo states, respectively.",bfceee95,P160430,Implementation Status and Results Report,2025-02-10T22:10:05.000Z
Supply chain disruptions affecting project delivery timeline,Significant delays in tablet procurement due to supply chain issues and shipping delays are threatening timely implementation of the Structured Pedagogy Program and project closing deadline of October 2025.,high,worsening,"However, due to supply chain issues and shipping delays, the procurement of the 60,000 tablets has been significantly delayed (they did not arrive until mid-January 2025).",d8fd506d,P160430,Implementation Status and Results Report,2025-02-10T22:10:05.000Z
Minimal progress on Structured Pedagogy Program implementation,"The SPP activities under the PforR component have made minimal progress due to delays in completing preparatory work under the IPF component, affecting the core literacy improvement objective with limited time remaining before project closure.",high,persistent,"However, due to the delay in completing the preparatory work for the SPP under the Investment Project Financing (IPF) component, the SPP activities under the PforR component have made minimal progress.",60745151,P160430,Implementation Status and Results Report,2025-02-10T22:10:05.000Z
